Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),h2oduan,co2duan
240,951.61,0.250,-12.644,0.0259,0.0505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.4101,18.5899,0.0000,0.0000,0.0000,-0.595,-0.281,0.256,0.513,0.062,0.914517,0.085483
241,950.61,0.250,-12.660,0.0264,0.0504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.7263,18.2737,0.0000,0.0000,0.0000,-0.606,-0.286,0.261,0.523,0.063,0.916147,0.083853
242,949.61,0.250,-12.677,0.0268,0.0503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.0331,17.9669,0.0000,0.0000,0.0000,-0.617,-0.292,0.266,0.533,0.064,0.917722,0.082278
243,948.61,0.250,-12.693,0.0273,0.0503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.3327,17.6673,0.0000,0.0000,0.0000,-0.629,-0.297,0.271,0.543,0.065,0.919254,0.080746
244,947.61,0.250,-12.709,0.0278,0.0503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.6232,17.3768,0.0000,0.0000,0.0000,-0.641,-0.303,0.277,0.553,0.067,0.920733,0.079267
245,946.61,0.250,-12.726,0.0283,0.0502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.9053,17.0947,0.0000,0.0000,0.0000,-0.652,-0.309,0.282,0.563,0.068,0.922165,0.077835
246,945.61,0.250,-12.742,0.0288,0.0502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.1795,16.8205,0.0000,0.0000,0.0000,-0.664,-0.314,0.287,0.573,0.069,0.923551,0.076449
247,944.61,0.250,-12.759,0.0292,0.0501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.4457,16.5543,0.0000,0.0000,0.0000,-0.675,-0.320,0.292,0.583,0.070,0.924892,0.075108
248,943.61,0.250,-12.775,0.0307,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.1780,15.8220,0.0000,0.0000,0.0000,-0.710,-0.336,0.307,0.614,0.074,0.928557,0.071443
249,942.61,0.250,-12.792,0.0322,0.0498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.8895,15.1105,0.0000,0.0000,0.0000,-0.747,-0.354,0.323,0.646,0.078,0.932084,0.067916
250,941.61,0.250,-12.808,0.0337,0.0496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.5543,14.4457,0.0000,0.0000,0.0000,-0.784,-0.371,0.340,0.679,0.082,0.935351,0.064649
251,940.61,0.250,-12.825,0.0353,0.0495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.1741,13.8259,0.0000,0.0000,0.0000,-0.822,-0.390,0.357,0.713,0.086,0.938371,0.061629
252,939.61,0.250,-12.841,0.0368,0.0494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.7507,13.2493,0.0000,0.0000,0.0000,-0.861,-0.408,0.374,0.747,0.090,0.941160,0.058840
253,938.61,0.250,-12.858,0.0385,0.0492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.2866,12.7134,0.0000,0.0000,0.0000,-0.900,-0.427,0.391,0.781,0.095,0.943733,0.056267
254,937.61,0.250,-12.875,0.0401,0.0491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.7842,12.2158,0.0000,0.0000,0.0000,-0.940,-0.445,0.408,0.815,0.099,0.946107,0.053893
255,936.61,0.250,-12.891,0.0417,0.0490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.2459,11.7541,0.0000,0.0000,0.0000,-0.979,-0.464,0.426,0.850,0.103,0.948296,0.051704
256,935.61,0.250,-12.908,0.0433,0.0490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.6744,11.3256,0.0000,0.0000,0.0000,-1.018,-0.483,0.443,0.884,0.107,0.950315,0.049685
257,934.61,0.250,-12.925,0.0449,0.0489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.0720,10.9280,0.0000,0.0000,0.0000,-1.058,-0.502,0.460,0.919,0.112,0.952180,0.047820
258,933.61,0.250,-12.941,0.0465,0.0488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.4412,10.5588,0.0000,0.0000,0.0000,-1.097,-0.521,0.477,0.953,0.116,0.953903,0.046097
259,932.61,0.250,-12.958,0.0481,0.0488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.7843,10.2157,0.0000,0.0000,0.0000,-1.136,-0.539,0.495,0.987,0.120,0.955497,0.044503
260,931.61,0.250,-12.975,0.0497,0.0487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.1033,9.8967,0.0000,0.0000,0.0000,-1.174,-0.558,0.512,1.020,0.124,0.956973,0.043027
261,930.61,0.250,-12.992,0.0513,0.0487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.4003,9.5997,0.0000,0.0000,0.0000,-1.212,-0.576,0.528,1.054,0.129,0.958342,0.041658
262,929.61,0.250,-13.009,0.0529,0.0487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.6771,9.3229,0.0000,0.0000,0.0000,-1.250,-0.594,0.545,1.086,0.133,0.959613,0.040387
263,928.61,0.250,-13.026,0.0544,0.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.9354,9.0646,0.0000,0.0000,0.0000,-1.287,-0.612,0.561,1.119,0.137,0.960795,0.039205
264,927.61,0.250,-13.043,0.0559,0.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.1767,8.8233,0.0000,0.0000,0.0000,-1.324,-0.630,0.578,1.150,0.141,0.961897,0.038103
265,926.61,0.250,-13.060,0.0574,0.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.4025,8.5975,0.0000,0.0000,0.0000,-1.360,-0.647,0.594,1.182,0.145,0.962924,0.037076
266,925.61,0.250,-13.076,0.0589,0.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.6140,8.3860,0.0000,0.0000,0.0000,-1.395,-0.665,0.609,1.212,0.149,0.963884,0.036116
267,924.61,0.250,-13.093,0.0608,0.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.8671,8.1329,0.0000,0.0000,0.0000,-1.440,-0.686,0.629,1.251,0.154,0.965028,0.034972
