Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
142 250.00 1049.61 24.593275 56.7775 1.56964 10.0284 1.8721 0 14.1205 0.624632 2.17273 0.0165248 0 7.25126 4.12232 0.159615 0.2643 1.01158 0.00885252
143 250.00 1048.61 24.383212 56.8946 1.54383 9.99912 1.87132 0 14.0879 0.630013 2.13794 0.0166671 0 7.22307 4.13928 0.16082 0.266577 1.02012 0.00874968
144 250.00 1047.61 24.177430 57.0105 1.51853 9.96961 1.87055 0 14.0556 0.635375 2.10368 0.016809 0 7.1952 4.15604 0.162019 0.268846 1.02861 0.00864767
145 250.00 1046.61 23.975783 57.1254 1.49372 9.93994 1.8698 0 14.0234 0.640719 2.06991 0.0169503 0 7.16763 4.17262 0.163212 0.271107 1.03707 0.00854647
146 250.00 1045.61 23.778131 57.2393 1.46938 9.9101 1.86907 0 13.9913 0.646045 2.03663 0.0170912 0 7.14035 4.189 0.164399 0.27336 1.04549 0.00844606
147 250.00 1044.61 23.584339 57.3522 1.4455 9.88011 1.86834 0 13.9594 0.651353 2.00383 0.0172317 0 7.11337 4.2052 0.16558 0.275607 1.05388 0.00834642
148 250.00 1043.61 23.394281 57.4642 1.42207 9.84996 1.86763 0 13.9277 0.656645 1.9715 0.0173717 0 7.08668 4.22122 0.166756 0.277846 1.06223 0.00824753
149 250.00 1042.61 23.207834 57.5752 1.39908 9.81968 1.86693 0 13.896 0.66192 1.93963 0.0175112 0 7.06027 4.23706 0.167926 0.280078 1.07055 0.00814936
150 250.00 1041.61 23.024881 57.6853 1.37652 9.78926 1.86624 0 13.8645 0.66718 1.90821 0.0176504 0 7.03414 4.25273 0.169091 0.282303 1.07884 0.00805191
151 250.00 1040.61 23.003355 57.704 1.37627 9.78589 1.86694 0 13.8493 0.666111 1.90222 0.0174853 0 7.03783 4.25435 0.169226 0.282567 1.07983 0.00804581
152 250.00 1039.61 22.539536 58.0633 1.3533 9.69454 1.85431 0 13.6329 0.656676 1.80221 0.0156622 0 7.06848 4.28885 0.172191 0.288382 1.10144 0.00777013
153 250.00 1038.61 22.374970 58.1913 1.33923 9.64662 1.8521 0 13.5696 0.655141 1.77656 0.0151968 0 7.07472 4.2988 0.173246 0.290503 1.10931 0.00768106
154 250.00 1037.61 22.212745 58.3192 1.32536 9.59883 1.84981 0 13.5059 0.653557 1.75116 0.0147461 0 7.08104 4.30873 0.174301 0.292625 1.11719 0.00759241
155 250.00 1036.61 22.052821 58.4469 1.31169 9.55119 1.84744 0 13.4418 0.651928 1.72603 0.0143096 0 7.08744 4.31865 0.175356 0.294747 1.12505 0.00750418
156 250.00 1035.61 21.802891 58.6206 1.27959 9.55878 1.84152 0 13.385 0.65963 1.66228 0.0144932 0 7.00495 4.35289 0.177234 0.298126 1.13752 0.00734552
157 250.00 1034.61 21.656930 58.7259 1.25744 9.5324 1.84041 0 13.3588 0.664076 1.63922 0.0145909 0 6.96967 4.36688 0.178284 0.300135 1.14494 0.00726264
158 250.00 1033.61 21.513345 58.8302 1.2357 9.50593 1.83933 0 13.3328 0.668508 1.61644 0.0146883 0 6.93469 4.38071 0.17933 0.302138 1.15233 0.00718028
159 250.00 1032.61 21.372061 58.9337 1.21436 9.47938 1.83827 0 13.3069 0.672927 1.59394 0.0147854 0 6.9 4.39439 0.180371 0.304135 1.15968 0.00709842
160 250.00 1031.61 21.233005 59.0364 1.19342 9.45275 1.83723 0 13.2812 0.677334 1.57171 0.0148822 0 6.86559 4.40793 0.181407 0.306127 1.16701 0.00701705
161 250.00 1030.61 21.096108 59.1382 1.17285 9.42605 1.8362 0 13.2557 0.681729 1.54975 0.0149788 0 6.83148 4.42131 0.18244 0.308114 1.17431 0.00693615
162 250.00 1029.61 20.961302 59.2392 1.15266 9.39928 1.8352 0 13.2302 0.686114 1.52804 0.0150751 0 6.79764 4.43456 0.183468 0.310095 1.18158 0.0068557
163 250.00 1028.61 20.628372 59.5476 1.14959 9.35411 1.81887 0 12.9984 0.671906 1.4381 0.013456 0 6.83176 4.4686 0.186054 0.3151 1.19988 0.00662443
164 250.00 1027.61 20.486009 59.6751 1.13788 9.30754 1.81576 0 12.9308 0.669728 1.41576 0.0130615 0 6.83701 4.47852 0.187136 0.31729 1.20789 0.0065373
165 250.00 1026.61 20.345618 59.8025 1.12635 9.26109 1.81258 0 12.8628 0.667515 1.39368 0.0126798 0 6.84233 4.48841 0.188217 0.319479 1.21589 0.00645067
166 250.00 1025.61 20.207167 59.9297 1.11498 9.21476 1.80932 0 12.7947 0.665268 1.37187 0.0123104 0 6.84771 4.49826 0.189297 0.321668 1.22387 0.00636454
167 250.00 1024.61 20.070634 60.0566 1.10378 9.16854 1.806 0 12.7262 0.662988 1.35033 0.0119529 0 6.85314 4.50808 0.190376 0.323856 1.23183 0.00627923
168 250.00 1023.61 19.935964 60.1834 1.09274 9.12243 1.80259 0 12.6575 0.660675 1.32905 0.0116068 0 6.85863 4.51787 0.191455 0.326044 1.23978 0.00619386
169 250.00 1022.61 19.935997 60.1833 1.09274 9.12241 1.80424 0 12.656 0.660674 1.32905 0.0116068 0 6.85862 4.51786 0.191454 0.326043 1.23978 0.00619385
170 250.00 1021.61 19.619637 60.4561 1.05507 9.08301 1.79416 0 12.5491 0.667083 1.25908 0.0115354 0 6.77663 4.55795 0.19423 0.331301 1.25876 0.00597564
171 250.00 1020.61 19.479936 60.5862 1.04139 9.04781 1.79029 0 12.4859 0.666909 1.23302 0.0113231 0 6.76293 4.57183 0.195436 0.333677 1.26733 0.00588163
172 250.00 1019.61 19.342222 60.7161 1.02797 9.01253 1.78636 0 12.4225 0.666671 1.20735 0.0111141 0 6.74943 4.58561 0.196641 0.336052 1.27587 0.00578821
173 250.00 1018.61 19.206453 60.8456 1.01479 8.97716 1.78238 0 12.3589 0.666369 1.18209 0.0109084 0 6.73612 4.59929 0.197845 0.338428 1.2844 0.00569537
174 250.00 1017.61 19.072591 60.9749 1.00186 8.94172 1.77833 0 12.295 0.666007 1.15722 0.010706 0 6.72301 4.61288 0.199048 0.340803 1.2929 0.00560313
175 250.00 1016.61 18.940595 61.104 0.989169 8.9062 1.77423 0 12.2308 0.665586 1.13274 0.010507 0 6.71007 4.62638 0.200249 0.343178 1.30138 0.0055115
176 250.00 1015.61 18.810428 61.2327 0.97671 8.8706 1.77007 0 12.1665 0.665107 1.10864 0.0103114 0 6.69732 4.63978 0.201449 0.345553 1.30984 0.00542047
177 250.00 1014.61 18.682052 61.3612 0.964479 8.83493 1.76585 0 12.1019 0.664573 1.08493 0.0101192 0 6.68474 4.65309 0.202647 0.347927 1.31827 0.00533007
178 250.00 1013.61 18.555433 61.4895 0.952471 8.7992 1.76158 0 12.0371 0.663984 1.06159 0.0099304 0 6.67232 4.66632 0.203844 0.350302 1.32668 0.00524028
179 250.00 1012.61 18.430535 61.6174 0.940681 8.7634 1.75724 0 11.9721 0.663344 1.03862 0.00974499 0 6.66006 4.67945 0.20504 0.352676 1.33506 0.00515114
180 250.00 1011.61 18.307325 61.7451 0.929103 8.72753 1.75286 0 11.9069 0.662653 1.01603 0.00956298 0 6.64796 4.69249 0.206234 0.355049 1.34342 0.00506264
181 250.00 1010.61 18.185770 61.8725 0.917734 8.69161 1.74841 0 11.8416 0.661913 0.993797 0.00938436 0 6.63601 4.70545 0.207427 0.357422 1.35175 0.00497479
182 250.00 1009.61 18.065838 61.9997 0.906569 8.65563 1.74391 0 11.7761 0.661126 0.971926 0.00920911 0 6.62421 4.71832 0.208618 0.359795 1.36005 0.00488761
183 250.00 1008.61 17.947499 62.1266 0.895603 8.61959 1.73936 0 11.7104 0.660293 0.950411 0.00903722 0 6.61255 4.7311 0.209809 0.362167 1.36832 0.0048011
184 250.00 1007.61 17.830721 62.2532 0.884831 8.5835 1.73475 0 11.6446 0.659417 0.929248 0.00886865 0 6.60102 4.74379 0.210998 0.364539 1.37656 0.00471529
185 250.00 1006.61 17.715474 62.3795 0.87425 8.54736 1.73009 0 11.5787 0.658498 0.908433 0.00870339 0 6.58962 4.7564 0.212185 0.366911 1.38477 0.00463017
186 250.00 1005.61 17.601731 62.5055 0.863856 8.51117 1.72537 0 11.5126 0.657539 0.887962 0.00854141 0 6.57834 4.76893 0.213371 0.369282 1.39295 0.00454576
187 250.00 1004.61 17.489463 62.6313 0.853644 8.47493 1.72061 0 11.4464 0.65654 0.86783 0.00838267 0 6.56719 4.78137 0.214556 0.371652 1.40109 0.00446208
188 250.00 1003.61 17.378641 62.7568 0.843611 8.43865 1.71579 0 11.3801 0.655503 0.848033 0.00822714 0 6.55616 4.79373 0.215739 0.374022 1.40919 0.00437914
189 250.00 1002.61 17.269239 62.8821 0.833753 8.40232 1.71091 0 11.3138 0.65443 0.828567 0.00807478 0 6.54523 4.806 0.216922 0.376392 1.41726 0.00429695
190 250.00 1001.61 17.161230 63.007 0.824065 8.36595 1.70599 0 11.2473 0.653323 0.809428 0.00792555 0 6.53442 4.81819 0.218102 0.378761 1.42529 0.00421552
191 250.00 1000.61 17.054588 63.1317 0.814545 8.32955 1.70102 0 11.1808 0.652182 0.790612 0.00777942 0 6.5237 4.8303 0.219282 0.381129 1.43328 0.00413488
192 250.00 999.61 16.949289 63.2561 0.80519 8.2931 1.69599 0 11.1142 0.651009 0.772115 0.00763634 0 6.51309 4.84233 0.22046 0.383497 1.44123 0.00405503
193 250.00 998.61 16.845306 63.3802 0.795995 8.25662 1.69092 0 11.0475 0.649805 0.753932 0.00749626 0 6.50257 4.85428 0.221636 0.385864 1.44914 0.00397599
194 250.00 997.61 16.742617 63.5041 0.786957 8.22011 1.6858 0 10.9808 0.648572 0.73606 0.00735915 0 6.49214 4.86615 0.222812 0.388231 1.457 0.00389778
195 250.00 996.61 16.641196 63.6276 0.778073 8.18356 1.68063 0 10.9141 0.647311 0.718494 0.00722494 0 6.4818 4.87794 0.223986 0.390597 1.46482 0.00382041
196 250.00 995.61 16.541021 63.7509 0.76934 8.14697 1.67541 0 10.8474 0.646023 0.701231 0.00709361 0 6.47155 4.88965 0.225158 0.392962 1.47259 0.00374391
197 250.00 994.61 16.442069 63.8739 0.760755 8.11036 1.67014 0 10.7806 0.64471 0.684266 0.0069651 0 6.46137 4.90128 0.22633 0.395327 1.48031 0.00366827
198 250.00 993.61 16.442097 63.8738 0.760754 8.11035 1.67181 0 10.7791 0.644709 0.684265 0.00696509 0 6.46136 4.90128 0.226329 0.395327 1.48031 0.00366827
199 250.00 992.61 16.247242 64.1197 0.744043 8.03719 1.65938 0 10.6463 0.641994 0.651309 0.00671868 0 6.44109 4.92439 0.228674 0.400068 1.49564 0.00351922
200 250.00 991.61 16.151832 64.2419 0.735884 8.00049 1.65398 0 10.5795 0.640612 0.635216 0.00659829 0 6.43113 4.93579 0.229842 0.402431 1.50321 0.00344643
201 250.00 990.61 16.057558 64.3638 0.727861 7.96376 1.64854 0 10.5127 0.63921 0.619405 0.00648054 0 6.42123 4.94711 0.231008 0.404794 1.51072 0.00337438
202 250.00 989.61 15.964401 64.4854 0.719972 7.92701 1.64305 0 10.446 0.637787 0.603873 0.00636536 0 6.4114 4.95836 0.232172 0.407156 1.51818 0.00330339
203 250.00 988.61 15.872339 64.6068 0.712214 7.89023 1.63751 0 10.3792 0.636347 0.588616 0.00625271 0 6.40162 4.96953 0.233336 0.409517 1.52558 0.00323339
204 250.00 987.61 15.781354 64.7278 0.704585 7.85343 1.63194 0 10.3126 0.634889 0.573631 0.00614254 0 6.39191 4.98063 0.234498 0.411878 1.53292 0.00316439
205 250.00 986.61 15.691427 64.8486 0.697081 7.8166 1.62632 0 10.2459 0.633415 0.558914 0.0060348 0 6.38224 4.99165 0.235659 0.414239 1.5402 0.0030964
206 250.00 985.61 15.602539 64.9692 0.689701 7.77975 1.62067 0 10.1793 0.631925 0.544461 0.00592945 0 6.37262 5.0026 0.236818 0.416599 1.54741 0.00302945
207 250.00 984.61 15.514671 65.0894 0.682443 7.74289 1.61497 0 10.1128 0.630421 0.530269 0.00582642 0 6.36305 5.01348 0.237977 0.418958 1.55457 0.00296355
208 250.00 983.61 15.428004 65.2091 0.675295 7.70602 1.60926 0 10.0465 0.62892 0.516387 0.00572628 0 6.35352 5.02424 0.239131 0.421312 1.56164 0.00289958
209 250.00 982.61 15.341928 65.3291 0.66828 7.6691 1.60345 0 9.97987 0.627373 0.502653 0.00562721 0 6.34404 5.03501 0.24029 0.423676 1.56867 0.00283497
210 250.00 981.61 15.257020 65.4486 0.661371 7.63217 1.59764 0 9.91354 0.625832 0.489222 0.00553091 0 6.33459 5.04567 0.241444 0.426033 1.57562 0.00277233
211 250.00 980.61 15.173066 65.5677 0.654575 7.59523 1.59178 0 9.84729 0.62428 0.476039 0.00543675 0 6.32518 5.05626 0.242597 0.428391 1.5825 0.0027108
212 250.00 979.61 15.090050 65.6866 0.647889 7.55828 1.58589 0 9.78113 0.622719 0.463099 0.0053447 0 6.3158 5.06677 0.24375 0.430747 1.58931 0.00265041
213 250.00 978.61 15.007956 65.8052 0.641311 7.52131 1.57997 0 9.71506 0.621148 0.4504 0.00525471 0 6.30645 5.07722 0.2449 0.433104 1.59604 0.00259115
214 250.00 977.61 14.926771 65.9236 0.634839 7.48433 1.574 0 9.6491 0.61957 0.437939 0.00516673 0 6.29713 5.08759 0.24605 0.435459 1.6027 0.00253306
215 250.00 976.61 14.846479 66.0417 0.628471 7.44734 1.56801 0 9.58324 0.617984 0.425712 0.00508073 0 6.28783 5.0979 0.247198 0.437814 1.60929 0.00247613
216 250.00 975.61 14.767068 66.1595 0.622206 7.41034 1.56197 0 9.5175 0.616392 0.413717 0.00499665 0 6.27856 5.10813 0.248345 0.440169 1.6158 0.00242038
217 250.00 974.61 14.688524 66.277 0.616041 7.37333 1.55591 0 9.45188 0.614794 0.40195 0.00491447 0 6.26931 5.11829 0.249491 0.442522 1.62223 0.00236582
218 250.00 973.61 14.610834 66.3942 0.609974 7.33632 1.54981 0 9.38639 0.613192 0.390409 0.00483413 0 6.26008 5.12839 0.250635 0.444875 1.62858 0.00231244
219 250.00 972.61 14.533987 66.5112 0.604004 7.2993 1.54368 0 9.32102 0.611585 0.379091 0.00475559 0 6.25087 5.13841 0.251778 0.447228 1.63485 0.00226027
220 250.00 971.61 14.457970 66.6278 0.598129 7.26229 1.53751 0 9.25579 0.609975 0.367993 0.00467883 0 6.24167 5.14837 0.252919 0.449579 1.64104 0.00220931
221 250.00 970.61 14.382772 66.7442 0.592346 7.22527 1.53132 0 9.19071 0.608363 0.357112 0.00460379 0 6.23248 5.15825 0.254059 0.45193 1.64715 0.00215955
222 250.00 969.61 14.308383 66.8603 0.586656 7.18826 1.52509 0 9.12578 0.606748 0.346447 0.00453045 0 6.22331 5.16807 0.255198 0.454279 1.65318 0.00211099
223 250.00 968.61 14.234792 66.9762 0.581055 7.15125 1.51884 0 9.06099 0.605133 0.335993 0.00445877 0 6.21415 5.17782 0.256335 0.456628 1.65912 0.00206365
224 250.00 967.61 14.161989 67.0917 0.575542 7.11425 1.51256 0 8.99637 0.603516 0.32575 0.0043887 0 6.20499 5.1875 0.257471 0.458975 1.66499 0.0020175
225 250.00 966.61 14.090124 67.2066 0.570106 7.07728 1.50628 0 8.93214 0.601914 0.315752 0.00432057 0 6.19586 5.19708 0.258602 0.461316 1.67076 0.00197304
226 250.00 965.61 14.018711 67.3218 0.564774 7.04029 1.49991 0 8.86763 0.600284 0.305883 0.00425329 0 6.1867 5.20666 0.259738 0.463666 1.67647 0.0019288
227 250.00 964.61 13.948218 67.4364 0.559515 7.00334 1.49355 0 8.80352 0.59867 0.296254 0.00418788 0 6.17757 5.21613 0.260868 0.466009 1.68208 0.00188623
228 250.00 963.61 13.878478 67.5507 0.554339 6.9664 1.48716 0 8.7396 0.597058 0.286825 0.00412395 0 6.16844 5.22554 0.261997 0.468351 1.68762 0.00184483
229 250.00 962.61 13.809482 67.6647 0.549242 6.92949 1.48074 0 8.67586 0.595448 0.277595 0.00406147 0 6.15931 5.23488 0.263125 0.470691 1.69307 0.00180459
230 250.00 961.61 13.741223 67.7783 0.544224 6.89261 1.4743 0 8.61231 0.593841 0.26856 0.0040004 0 6.15018 5.24415 0.26425 0.473029 1.69844 0.0017655
231 250.00 960.61 13.673693 67.8917 0.539283 6.85576 1.46784 0 8.54896 0.592238 0.259719 0.00394073 0 6.14106 5.25335 0.265374 0.475365 1.70373 0.00172754
232 250.00 959.61 13.606886 68.0046 0.534418 6.81894 1.46136 0 8.48582 0.590638 0.251069 0.00388241 0 6.13193 5.26248 0.266495 0.477699 1.70894 0.0016907
233 250.00 958.61 13.540794 68.1173 0.529628 6.78217 1.45485 0 8.42288 0.589044 0.242608 0.00382542 0 6.1228 5.27154 0.267615 0.480031 1.71407 0.00165496
234 250.00 957.61 13.475410 68.2296 0.52491 6.74543 1.44832 0 8.36016 0.587455 0.234333 0.00376973 0 6.11367 5.28053 0.268732 0.48236 1.71912 0.0016203
235 250.00 956.61 13.410728 68.3415 0.520264 6.70874 1.44178 0 8.29766 0.585871 0.226244 0.00371531 0 6.10454 5.28946 0.269847 0.484687 1.72409 0.00158669
236 250.00 955.61 13.346742 68.4531 0.515688 6.6721 1.43521 0 8.23538 0.584294 0.218337 0.00366213 0 6.09541 5.29832 0.27096 0.48701 1.72899 0.00155413
237 250.00 954.61 13.283444 68.5643 0.511181 6.63552 1.42863 0 8.17332 0.582724 0.210611 0.00361017 0 6.08627 5.3071 0.27207 0.489331 1.73381 0.00152257
238 250.00 953.61 13.220830 68.6751 0.506741 6.59899 1.42203 0 8.11151 0.58116 0.203064 0.00355939 0 6.07713 5.31582 0.273178 0.491648 1.73856 0.00149201
239 250.00 952.61 13.159028 68.7853 0.502357 6.56254 1.41544 0 8.05013 0.579615 0.195722 0.00351 0 6.06801 5.32444 0.274281 0.493957 1.74323 0.0014627
240 250.00 951.61 13.097625 68.8956 0.498059 6.52613 1.40877 0 7.98858 0.578056 0.188496 0.00346129 0 6.05883 5.33305 0.275386 0.496273 1.74784 0.00143377
241 250.00 950.61 13.037023 69.0053 0.493814 6.4898 1.40213 0 7.92749 0.576516 0.181471 0.00341392 0 6.04967 5.34156 0.276486 0.49858 1.75238 0.00140604
242 250.00 949.61 12.977211 69.1143 0.489622 6.45356 1.39549 0 7.86685 0.574996 0.174645 0.00336784 0 6.04054 5.34997 0.277581 0.500878 1.75684 0.00137946
243 250.00 948.61 12.917788 69.2234 0.485511 6.41736 1.38879 0 7.80606 0.573464 0.167931 0.0033224 0 6.03134 5.35837 0.278678 0.503182 1.76124 0.00135324
244 250.00 947.61 12.859144 69.3318 0.481451 6.38126 1.3821 0 7.74574 0.571952 0.16141 0.00327821 0 6.02217 5.36668 0.27977 0.505477 1.76558 0.00132812
245 250.00 946.61 12.801141 69.4398 0.477449 6.34524 1.3754 0 7.68567 0.57045 0.155054 0.00323503 0 6.01299 5.37491 0.280858 0.507767 1.76985 0.00130381
246 250.00 945.61 12.743772 69.5474 0.473505 6.30932 1.36869 0 7.62588 0.568958 0.14886 0.00319284 0 6.0038 5.38307 0.281944 0.510053 1.77405 0.0012803
247 250.00 944.61 12.687033 69.6545 0.469618 6.27348 1.36197 0 7.56635 0.567477 0.142825 0.00315161 0 5.99461 5.39117 0.283026 0.512334 1.7782 0.00125756
248 250.00 943.61 12.554806 69.7096 0.463963 6.22953 1.36028 0 7.52569 0.569893 0.135122 0.00313644 0 5.99192 5.42049 0.285698 0.51773 1.78574 0.00119472
249 250.00 942.61 12.419358 69.7617 0.458287 6.18486 1.35887 0 7.486 0.572566 0.127491 0.00312322 0 5.98957 5.45139 0.288493 0.523376 1.79318 0.00113425
250 250.00 941.61 12.285045 69.8135 0.452693 6.13996 1.35746 0 7.44623 0.575278 0.120045 0.00311053 0 5.98718 5.48267 0.291322 0.529099 1.80034 0.00107826
251 250.00 940.61 12.152035 69.8653 0.44718 6.09488 1.35602 0 7.40637 0.578023 0.112792 0.00309835 0 5.98476 5.5143 0.294182 0.53489 1.80722 0.00102653
252 250.00 939.61 12.020485 69.9168 0.441749 6.04968 1.35456 0 7.36641 0.580795 0.105742 0.00308666 0 5.9823 5.54624 0.297068 0.540744 1.81384 0.000978766
253 250.00 938.61 11.890541 69.9682 0.4364 6.0044 1.35308 0 7.32633 0.583588 0.0989032 0.00307542 0 5.9798 5.57845 0.299978 0.546653 1.82022 0.000934711
254 250.00 937.61 11.762333 70.0194 0.431135 5.9591 1.35155 0 7.28614 0.586398 0.0922835 0.00306463 0 5.97725 5.61089 0.302909 0.552611 1.82638 0.000894085
255 250.00 936.61 11.635972 70.0704 0.425952 5.91383 1.34999 0 7.24581 0.58922 0.0858891 0.00305425 0 5.97466 5.64353 0.305856 0.558613 1.83233 0.000856619
256 250.00 935.61 11.511552 70.1212 0.420852 5.86863 1.34838 0 7.20535 0.592048 0.0797253 0.00304427 0 5.97203 5.67633 0.308817 0.56465 1.8381 0.000822053
257 250.00 934.61 11.389149 70.1719 0.415834 5.82353 1.34672 0 7.16474 0.594878 0.0737964 0.00303465 0 5.96934 5.70927 0.31179 0.570719 1.84368 0.000790143
258 250.00 933.61 11.268821 70.2223 0.410898 5.77858 1.345 0 7.124 0.597706 0.0681057 0.00302539 0 5.96661 5.7423 0.314771 0.576813 1.8491 0.000760656
259 250.00 932.61 11.150611 70.2726 0.406043 5.7338 1.34323 0 7.08311 0.60053 0.0626554 0.00301647 0 5.96381 5.77542 0.317758 0.582928 1.85438 0.00073338
260 250.00 931.61 11.034548 70.3227 0.401269 5.68923 1.34139 0 7.04208 0.603345 0.057447 0.00300785 0 5.96097 5.80858 0.320748 0.589059 1.85952 0.000708118
261 250.00 930.61 10.920645 70.3725 0.396574 5.64488 1.33949 0 7.0009 0.60615 0.0524811 0.00299954 0 5.95807 5.84178 0.323741 0.595203 1.86453 0.00068469
262 250.00 929.61 10.808908 70.4222 0.391958 5.60078 1.33751 0 6.95959 0.608941 0.0477577 0.00299152 0 5.95511 5.87498 0.326734 0.601356 1.86944 0.00066293
263 250.00 928.61 10.699330 70.4717 0.38742 5.55695 1.33547 0 6.91813 0.611717 0.0432762 0.00298376 0 5.95209 5.90819 0.329726 0.607515 1.87423 0.000642691
264 250.00 927.61 10.591897 70.5209 0.382959 5.51341 1.33336 0 6.87654 0.614476 0.0390352 0.00297627 0 5.949 5.94137 0.332716 0.613677 1.87893 0.000623837
265 250.00 926.61 10.486587 70.57 0.378574 5.47016 1.33117 0 6.83481 0.617217 0.0350332 0.00296901 0 5.94586 5.97453 0.335702 0.619839 1.88354 0.000606247
266 250.00 925.61 10.383372 70.6188 0.374264 5.42722 1.32891 0 6.79295 0.619939 0.0312681 0.002962 0 5.94265 6.00765 0.338683 0.626001 1.88807 0.000589809
267 250.00 924.61 10.253659 70.7221 0.374296 5.37992 1.31721 0 6.69062 0.616725 0.0289669 0.00288869 0 5.94461 6.05189 0.342528 0.63392 1.89378 0.000569873
