Solid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
135 250.00 1056.61 0.263762 41.8355 4.94466 12.8558 3.76787 0 16.2619 0 6.53527 0 0 10.5127 1.97504 0.0175135 0 0.351464 0.942356
136 250.00 1055.61 0.258097 41.8868 4.89115 12.8828 3.76609 0 16.2433 0 6.48481 0 0 10.4803 1.98938 0.0177162 0 0.374515 0.983147
137 250.00 1054.61 0.252649 41.9363 4.83838 12.9087 3.7645 0 16.2252 0 6.43462 0 0 10.4479 2.00358 0.017918 0 0.398518 1.02436
138 250.00 1053.61 0.247407 41.984 4.78634 12.9334 3.76309 0 16.2078 0 6.3847 0 0 10.4154 2.01765 0.018119 0 0.423499 1.066
139 250.00 1052.61 0.242362 42.0299 4.73501 12.9569 3.76187 0 16.191 0 6.33504 0 0 10.3828 2.03157 0.0183191 0 0.449483 1.10803
140 250.00 1051.61 0.237503 42.074 4.68436 12.9793 3.76082 0 16.1749 0 6.28562 0 0 10.3502 2.04535 0.0185184 0 0.476498 1.15045
141 250.00 1050.61 0.232822 42.1164 4.63437 13.0006 3.75996 0 16.1593 0 6.23645 0 0 10.3174 2.05899 0.0187167 0 0.504571 1.19325
142 250.00 1049.61 0.228311 42.157 4.58503 13.0207 3.75927 0 16.1443 0 6.1875 0 0 10.2846 2.07248 0.0189141 0 0.53373 1.23642
143 250.00 1048.61 0.223960 42.1958 4.53633 13.0398 3.75875 0 16.13 0 6.13877 0 0 10.2517 2.08583 0.0191106 0 0.564005 1.27994
144 250.00 1047.61 0.219763 42.2329 4.48824 13.0577 3.75839 0 16.1162 0 6.09025 0 0 10.2188 2.09904 0.0193062 0 0.595425 1.3238
145 250.00 1046.61 0.215713 42.2683 4.44074 13.0746 3.7582 0 16.103 0 6.04193 0 0 10.1857 2.1121 0.0195007 0 0.62802 1.36799
146 250.00 1045.61 0.211802 42.3019 4.39382 13.0904 3.75818 0 16.0903 0 5.99381 0 0 10.1526 2.12501 0.0196943 0 0.661822 1.41249
147 250.00 1044.61 0.208026 42.3338 4.34747 13.1051 3.75831 0 16.0782 0 5.94588 0 0 10.1193 2.13778 0.0198869 0 0.696863 1.4573
148 250.00 1043.61 0.204377 42.3641 4.30167 13.1188 3.7586 0 16.0667 0 5.89812 0 0 10.086 2.15039 0.0200784 0 0.733176 1.50239
149 250.00 1042.61 0.200851 42.3926 4.25641 13.1314 3.75904 0 16.0557 0 5.85054 0 0 10.0526 2.16286 0.0202689 0 0.770795 1.54777
150 250.00 1041.61 0.197442 42.4195 4.21166 13.143 3.75963 0 16.0452 0 5.80312 0 0 10.0191 2.17518 0.0204583 0 0.809754 1.59341
151 250.00 1040.61 0.035769 33.2812 2.54744 10.7953 2.00578 0 23.823 1.08878 6.87261 0.116813 0 4.22457 1.93776 0.0188775 0 4.48363 8.80428
152 250.00 1039.61 0.475024 39.7296 2.5474 14.0662 2.01645 0 24.6432 1.10844 6.67875 0.104683 0 5.48256 2.54751 0.0248514 0 0.36657 0.683892
153 250.00 1038.61 0.176329 39.1323 3.35378 15.6052 2.66956 0 21.4881 0.835599 5.13394 0.0763066 0 5.97903 2.82172 0.0275811 0 1.01593 1.86093
154 250.00 1037.61 0.174070 39.1133 3.32744 15.5696 2.66327 0 21.5431 0.840983 5.0934 0.074272 0 5.96335 2.82169 0.0276344 0 1.05844 1.90356
155 250.00 1036.61 0.171850 39.0934 3.30138 15.5342 2.65697 0 21.5969 0.84623 5.0527 0.0722898 0 5.94771 2.82166 0.0276867 0 1.10237 1.94653
156 250.00 1035.61 0.262311 42.0452 4.12303 8.78815 4.06948 0 16.7875 0 7.07158 0 0 13.7264 1.32391 0.0115171 0 0.757653 1.29559
157 250.00 1034.61 0.158869 41.1569 4.5424 12.9557 4.21813 0 14.9103 0 4.86702 0 0 11.6996 2.1873 0.0205698 0 1.28488 2.15721
158 250.00 1033.61 0.156572 41.1884 4.4913 12.9629 4.21898 0 14.8824 0 4.83038 0 0 11.6584 2.20087 0.0207644 0 1.33878 2.20684
159 250.00 1032.61 0.154350 41.2184 4.4406 12.9691 4.21991 0 14.8555 0 4.79399 0 0 11.6165 2.21429 0.0209583 0 1.39425 2.2565
160 250.00 1031.61 0.152203 41.247 4.39028 12.9742 4.22092 0 14.8296 0 4.75786 0 0 11.5739 2.22756 0.0211512 0 1.45135 2.30618
161 250.00 1030.61 0.150126 41.274 4.34034 12.9784 4.22199 0 14.8048 0 4.72197 0 0 11.5306 2.24067 0.0213433 0 1.51009 2.35585
