Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),diopside,clinoenstatite,hedenbergite,alumino-buffonite,buffonite,essenite,jadeite
193,998.61,0.250,-11.907,0.0203,3.4132,48.2037,0.6962,3.2904,2.1866,0.0000,18.2865,0.0000,7.9840,0.0000,0.0000,19.0684,0.2842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.290,-0.235,0.043,0.006,0.022,0.083086,0.180637,0.597219,0.053280,-0.012386,0.076644,0.021520
194,997.61,0.250,-11.923,0.0200,3.4148,48.1737,0.6964,3.2846,2.2004,0.0000,18.3811,0.0000,7.9029,0.0000,0.0000,19.0757,0.2852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.286,-0.231,0.043,0.006,0.022,0.080314,0.179788,0.600650,0.052941,-0.012014,0.076712,0.021610
195,996.61,0.250,-11.938,0.0198,3.4163,48.1435,0.6966,3.2788,2.2142,0.0000,18.4762,0.0000,7.8219,0.0000,0.0000,19.0826,0.2863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.281,-0.228,0.042,0.006,0.022,0.077505,0.178952,0.604102,0.052601,-0.011638,0.076780,0.021699
196,995.61,0.250,-11.953,0.0195,3.4179,48.1133,0.6968,3.2729,2.2280,0.0000,18.5718,0.0000,7.7407,0.0000,0.0000,19.0891,0.2873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.277,-0.225,0.041,0.006,0.021,0.074660,0.178129,0.607576,0.052258,-0.011260,0.076847,0.021789
197,994.61,0.250,-11.968,0.0192,3.4195,48.0830,0.6971,3.2669,2.2420,0.0000,18.6679,0.0000,7.6595,0.0000,0.0000,19.0953,0.2883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.273,-0.221,0.041,0.006,0.021,0.071779,0.177321,0.611071,0.051914,-0.010878,0.076914,0.021879
198,993.61,0.250,-11.983,0.0024,3.4196,48.0830,0.6971,3.2669,2.2420,0.0000,18.6679,0.0000,7.6595,0.0000,0.0000,19.0953,0.2883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.033,-0.027,0.005,0.001,0.003,0.071779,0.177321,0.611071,0.051914,-0.010878,0.076914,0.021879
199,992.61,0.250,-11.998,0.0357,3.4227,48.0225,0.6976,3.2548,2.2698,0.0000,18.8608,0.0000,7.4977,0.0000,0.0000,19.1064,0.2904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.506,-0.410,0.076,0.010,0.039,0.065938,0.175752,0.618096,0.051221,-0.010109,0.077041,0.022060
200,991.61,0.250,-12.014,0.0185,3.4243,47.9920,0.6978,3.2487,2.2839,0.0000,18.9584,0.0000,7.4163,0.0000,0.0000,19.1115,0.2914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.262,-0.213,0.039,0.005,0.020,0.062953,0.174984,0.621654,0.050870,-0.009718,0.077106,0.022151
201,990.61,0.250,-12.029,0.0183,3.4259,47.9614,0.6981,3.2426,2.2981,0.0000,19.0564,0.0000,7.3348,0.0000,0.0000,19.1161,0.2924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.259,-0.210,0.039,0.005,0.020,0.059934,0.174228,0.625232,0.050518,-0.009325,0.077171,0.022243
202,989.61,0.250,-12.044,0.0181,3.4275,47.9307,0.6984,3.2364,2.3123,0.0000,19.1549,0.0000,7.2534,0.0000,0.0000,19.1205,0.2934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.255,-0.207,0.038,0.005,0.020,0.056881,0.173485,0.628831,0.050163,-0.008929,0.077234,0.022335
203,988.61,0.250,-12.060,0.0179,3.4291,47.8999,0.6987,3.2301,2.3266,0.0000,19.2538,0.0000,7.1718,0.0000,0.0000,19.1244,0.2945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.252,-0.205,0.038,0.005,0.020,0.053795,0.172755,0.632449,0.049807,-0.008529,0.077297,0.022426
204,987.61,0.250,-12.075,0.0177,3.4308,47.8691,0.6990,3.2238,2.3410,0.0000,19.3532,0.0000,7.0903,0.0000,0.0000,19.1280,0.2955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.249,-0.202,0.037,0.005,0.019,0.050676,0.172038,0.636088,0.049448,-0.008127,0.077360,0.022519
205,986.61,0.250,-12.090,0.0175,3.4324,47.8382,0.6994,3.2175,2.3554,0.0000,19.4531,0.0000,7.0087,0.0000,0.0000,19.1313,0.2966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.246,-0.200,0.037,0.005,0.019,0.047525,0.171333,0.639746,0.049086,-0.007722,0.077421,0.022611
206,985.61,0.250,-12.106,0.0173,3.4341,47.8073,0.6997,3.2110,2.3698,0.0000,19.5533,0.0000,6.9271,0.0000,0.0000,19.1342,0.2976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.243,-0.197,0.037,0.005,0.019,0.044342,0.170641,0.643423,0.048723,-0.007314,0.077481,0.022704
207,984.61,0.250,-12.121,0.0171,3.4357,47.7763,0.7001,3.2045,2.3843,0.0000,19.6540,0.0000,6.8454,0.0000,0.0000,19.1368,0.2986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.240,-0.195,0.036,0.005,0.019,0.041128,0.169961,0.647119,0.048357,-0.006903,0.077541,0.022797
208,983.61,0.250,-12.137,0.0169,3.4373,47.7456,0.7004,3.1980,2.3987,0.0000,19.7541,0.0000,6.7644,0.0000,0.0000,19.1391,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.237,-0.193,0.036,0.005,0.019,0.037919,0.169295,0.650797,0.047992,-0.006493,0.077600,0.022890
209,982.61,0.250,-12.152,0.0168,3.4390,47.7142,0.7008,3.1913,2.4134,0.0000,19.8565,0.0000,6.6820,0.0000,0.0000,19.1409,0.3007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.236,-0.191,0.035,0.005,0.018,0.034608,0.168637,0.654566,0.047618,-0.006072,0.077658,0.022984
210,981.61,0.250,-12.168,0.0166,3.4407,47.6831,0.7012,3.1847,2.4280,0.0000,19.9584,0.0000,6.6004,0.0000,0.0000,19.1425,0.3018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.233,-0.189,0.035,0.005,0.018,0.031304,0.167993,0.658317,0.047245,-0.005652,0.077715,0.023078
211,980.61,0.250,-12.183,0.0164,3.4424,47.6519,0.7015,3.1779,2.4427,0.0000,20.0606,0.0000,6.5186,0.0000,0.0000,19.1438,0.3028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.230,-0.187,0.035,0.005,0.018,0.027970,0.167361,0.662086,0.046870,-0.005229,0.077770,0.023172
212,979.61,0.250,-12.199,0.0163,3.4440,47.6208,0.7019,3.1711,2.4574,0.0000,20.1632,0.0000,6.4369,0.0000,0.0000,19.1448,0.3039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.228,-0.185,0.034,0.005,0.018,0.024608,0.166740,0.665871,0.046492,-0.004803,0.077825,0.023266
213,978.61,0.250,-12.214,0.0162,3.4457,47.5895,0.7023,3.1642,2.4721,0.0000,20.2662,0.0000,6.3553,0.0000,0.0000,19.1454,0.3049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.226,-0.183,0.034,0.005,0.018,0.021219,0.166131,0.669673,0.046112,-0.004375,0.077879,0.023361
214,977.61,0.250,-12.230,0.0160,3.4474,47.5583,0.7027,3.1573,2.4869,0.0000,20.3695,0.0000,6.2736,0.0000,0.0000,19.1458,0.3060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.223,-0.181,0.034,0.005,0.017,0.017802,0.165532,0.673492,0.045730,-0.003944,0.077931,0.023456
215,976.61,0.250,-12.245,0.0159,3.4491,47.5271,0.7031,3.1502,2.5017,0.0000,20.4731,0.0000,6.1919,0.0000,0.0000,19.1458,0.3070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.221,-0.180,0.033,0.005,0.017,0.014359,0.164945,0.677327,0.045345,-0.003510,0.077983,0.023551
216,975.61,0.250,-12.261,0.0158,3.4508,47.4958,0.7035,3.1432,2.5165,0.0000,20.5770,0.0000,6.1103,0.0000,0.0000,19.1456,0.3081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.219,-0.178,0.033,0.005,0.017,0.010890,0.164369,0.681177,0.044957,-0.003073,0.078033,0.023646
217,974.61,0.250,-12.277,0.0156,3.4525,47.4646,0.7039,3.1360,2.5314,0.0000,20.6812,0.0000,6.0287,0.0000,0.0000,19.1450,0.3092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.217,-0.176,0.033,0.005,0.017,0.007396,0.163804,0.685042,0.044568,-0.002633,0.078082,0.023742
218,973.61,0.250,-12.292,0.0155,3.4542,47.4333,0.7044,3.1288,2.5463,0.0000,20.7857,0.0000,5.9471,0.0000,0.0000,19.1442,0.3102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.215,-0.175,0.032,0.004,0.017,0.003877,0.163249,0.688922,0.044175,-0.002191,0.078130,0.023838
219,972.61,0.250,-12.308,0.0154,3.4560,47.4020,0.7048,3.1215,2.5612,0.0000,20.8905,0.0000,5.8656,0.0000,0.0000,19.1432,0.3113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.213,-0.173,0.032,0.004,0.017,0.000335,0.162705,0.692815,0.043781,-0.001746,0.078176,0.023934
220,971.61,0.250,-12.324,0.0153,3.4577,47.3708,0.7052,3.1141,2.5761,0.0000,20.9955,0.0000,5.7841,0.0000,0.0000,19.1418,0.3123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.212,-0.172,0.032,0.004,0.017,-0.003230,0.162171,0.696722,0.043384,-0.001298,0.078221,0.024030
221,970.61,0.250,-12.340,0.0152,3.4594,47.3395,0.7056,3.1067,2.5911,0.0000,21.1008,0.0000,5.7027,0.0000,0.0000,19.1402,0.3134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.210,-0.170,0.032,0.004,0.016,-0.006817,0.161648,0.700642,0.042984,-0.000848,0.078264,0.024127
222,969.61,0.250,-12.355,0.0151,3.4611,47.3083,0.7060,3.0992,2.6061,0.0000,21.2063,0.0000,5.6214,0.0000,0.0000,19.1383,0.3145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.208,-0.169,0.031,0.004,0.016,-0.010426,0.161134,0.704575,0.042583,-0.000395,0.078307,0.024223
223,968.61,0.250,-12.371,0.0150,3.4629,47.2771,0.7065,3.0916,2.6211,0.0000,21.3120,0.0000,5.5402,0.0000,0.0000,19.1362,0.3155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.206,-0.168,0.031,0.004,0.016,-0.014055,0.160630,0.708519,0.042179,0.000060,0.078347,0.024320
224,967.61,0.250,-12.387,0.0149,3.4646,47.2459,0.7069,3.0839,2.6361,0.0000,21.4178,0.0000,5.4590,0.0000,0.0000,19.1338,0.3166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.205,-0.166,0.031,0.004,0.016,-0.017703,0.160136,0.712474,0.041772,0.000517,0.078387,0.024417
225,966.61,0.250,-12.403,0.0147,3.4663,47.2151,0.7073,3.0763,2.6509,0.0000,21.5227,0.0000,5.3788,0.0000,0.0000,19.1312,0.3177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.203,-0.165,0.031,0.004,0.016,-0.021329,0.159654,0.716396,0.041369,0.000972,0.078425,0.024514
226,965.61,0.250,-12.419,0.0147,3.4681,47.1837,0.7077,3.0684,2.6661,0.0000,21.6300,0.0000,5.2970,0.0000,0.0000,19.1283,0.3187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.202,-0.164,0.031,0.004,0.016,-0.025056,0.159176,0.720414,0.040953,0.001439,0.078461,0.024612
227,964.61,0.250,-12.435,0.0146,3.4698,47.1526,0.7082,3.0606,2.6811,0.0000,21.7363,0.0000,5.2162,0.0000,0.0000,19.1252,0.3198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.200,-0.163,0.030,0.004,0.016,-0.028758,0.158710,0.724399,0.040540,0.001904,0.078495,0.024710
228,963.61,0.250,-12.451,0.0145,3.4715,47.1216,0.7086,3.0527,2.6961,0.0000,21.8428,0.0000,5.1355,0.0000,0.0000,19.1219,0.3209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.199,-0.161,0.030,0.004,0.016,-0.032476,0.158253,0.728391,0.040125,0.002370,0.078528,0.024808
229,962.61,0.250,-12.467,0.0144,3.4733,47.0907,0.7090,3.0447,2.7111,0.0000,21.9493,0.0000,5.0550,0.0000,0.0000,19.1184,0.3219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.197,-0.160,0.030,0.004,0.016,-0.036209,0.157805,0.732392,0.039708,0.002839,0.078560,0.024906
230,961.61,0.250,-12.483,0.0143,3.4750,47.0598,0.7094,3.0366,2.7261,0.0000,22.0558,0.0000,4.9746,0.0000,0.0000,19.1146,0.3230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.196,-0.159,0.030,0.004,0.015,-0.039956,0.157365,0.736399,0.039289,0.003310,0.078589,0.025004
231,960.61,0.250,-12.499,0.0142,3.4768,47.0290,0.7099,3.0285,2.7411,0.0000,22.1625,0.0000,4.8944,0.0000,0.0000,19.1107,0.3241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.195,-0.158,0.030,0.004,0.015,-0.043717,0.156934,0.740412,0.038868,0.003782,0.078617,0.025102
232,959.61,0.250,-12.515,0.0142,3.4785,46.9982,0.7103,3.0203,2.7560,0.0000,22.2691,0.0000,4.8143,0.0000,0.0000,19.1066,0.3252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.193,-0.157,0.029,0.004,0.015,-0.047490,0.156512,0.744431,0.038446,0.004257,0.078644,0.025201
233,958.61,0.250,-12.531,0.0141,3.4803,46.9675,0.7107,3.0121,2.7710,0.0000,22.3758,0.0000,4.7344,0.0000,0.0000,19.1022,0.3262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.192,-0.156,0.029,0.004,0.015,-0.051273,0.156097,0.748455,0.038021,0.004733,0.078668,0.025299
234,957.61,0.250,-12.547,0.0140,3.4820,46.9370,0.7111,3.0038,2.7859,0.0000,22.4824,0.0000,4.6548,0.0000,0.0000,19.0977,0.3273,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.191,-0.155,0.029,0.004,0.015,-0.055068,0.155691,0.752482,0.037595,0.005211,0.078691,0.025398
235,956.61,0.250,-12.563,0.0139,3.4838,46.9065,0.7116,2.9954,2.8008,0.0000,22.5890,0.0000,4.5753,0.0000,0.0000,19.0931,0.3284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.190,-0.154,0.029,0.004,0.015,-0.058871,0.155293,0.756513,0.037167,0.005690,0.078712,0.025497
236,955.61,0.250,-12.579,0.0139,3.4855,46.8761,0.7120,2.9870,2.8157,0.0000,22.6956,0.0000,4.4960,0.0000,0.0000,19.0882,0.3295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.188,-0.153,0.029,0.004,0.015,-0.062682,0.154902,0.760545,0.036737,0.006171,0.078731,0.025596
237,954.61,0.250,-12.595,0.0138,3.4873,46.8458,0.7124,2.9785,2.8305,0.0000,22.8021,0.0000,4.4170,0.0000,0.0000,19.0832,0.3305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.187,-0.152,0.028,0.004,0.015,-0.066501,0.154519,0.764580,0.036306,0.006654,0.078749,0.025695
238,953.61,0.250,-12.612,0.0137,3.4890,46.8156,0.7128,2.9700,2.8454,0.0000,22.9084,0.0000,4.3382,0.0000,0.0000,19.0780,0.3316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.186,-0.151,0.028,0.004,0.015,-0.070326,0.154143,0.768614,0.035874,0.007137,0.078764,0.025794
239,952.61,0.250,-12.628,0.0136,3.4908,46.7858,0.7132,2.9615,2.8600,0.0000,23.0137,0.0000,4.2604,0.0000,0.0000,19.0728,0.3327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.184,-0.150,0.028,0.004,0.015,-0.074120,0.153776,0.772611,0.035445,0.007617,0.078779,0.025892
240,951.61,0.250,-12.644,0.0136,3.4925,46.7556,0.7136,2.9527,2.8749,0.0000,23.1208,0.0000,4.1814,0.0000,0.0000,19.0672,0.3337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.184,-0.150,0.028,0.004,0.015,-0.077991,0.153412,0.776683,0.035005,0.008108,0.078789,0.025992
241,950.61,0.250,-12.660,0.0135,3.4943,46.7257,0.7141,2.9441,2.8896,0.0000,23.2268,0.0000,4.1034,0.0000,0.0000,19.0616,0.3348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.183,-0.149,0.028,0.004,0.014,-0.081828,0.153057,0.780715,0.034569,0.008596,0.078799,0.026092
242,949.61,0.250,-12.677,0.0134,3.4960,46.6963,0.7145,2.9354,2.9041,0.0000,23.3316,0.0000,4.0264,0.0000,0.0000,19.0559,0.3359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.181,-0.147,0.028,0.004,0.014,-0.085632,0.152711,0.784707,0.034137,0.009078,0.078809,0.026190
243,948.61,0.250,-12.693,0.0134,3.4977,46.6665,0.7149,2.9265,2.9188,0.0000,23.4381,0.0000,3.9483,0.0000,0.0000,19.0500,0.3370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.181,-0.147,0.028,0.004,0.014,-0.089509,0.152368,0.788771,0.033694,0.009572,0.078813,0.026291
244,947.61,0.250,-12.709,0.0133,3.4995,46.6370,0.7153,2.9177,2.9333,0.0000,23.5435,0.0000,3.8712,0.0000,0.0000,19.0440,0.3380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.180,-0.146,0.027,0.004,0.014,-0.093351,0.152032,0.792794,0.033255,0.010062,0.078817,0.026390
245,946.61,0.250,-12.726,0.0133,3.5012,46.6077,0.7157,2.9088,2.9478,0.0000,23.6486,0.0000,3.7944,0.0000,0.0000,19.0378,0.3391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.178,-0.145,0.027,0.004,0.014,-0.097192,0.151703,0.796812,0.032815,0.010552,0.078819,0.026490
246,945.61,0.250,-12.742,0.0132,3.5029,46.5786,0.7161,2.8999,2.9622,0.0000,23.7535,0.0000,3.7179,0.0000,0.0000,19.0316,0.3402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.177,-0.144,0.027,0.004,0.014,-0.101031,0.151380,0.800824,0.032375,0.011043,0.078819,0.026590
247,944.61,0.250,-12.759,0.0132,3.5047,46.5496,0.7165,2.8910,2.9766,0.0000,23.8580,0.0000,3.6417,0.0000,0.0000,19.0253,0.3413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.177,-0.144,0.027,0.004,0.014,-0.104868,0.151063,0.804830,0.031934,0.011535,0.078817,0.026689
248,943.61,0.250,-12.775,0.0238,3.5068,46.5016,0.7206,2.8878,3.0076,0.0000,23.9663,0.0000,3.5378,0.0000,0.0000,19.0346,0.3437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.318,-0.259,0.049,0.007,0.025,-0.108624,0.149826,0.809094,0.031440,0.012310,0.079052,0.026902
249,942.61,0.250,-12.792,0.0244,3.5089,46.4522,0.7249,2.8848,3.0400,0.0000,24.0759,0.0000,3.4318,0.0000,0.0000,19.0442,0.3463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.326,-0.265,0.050,0.007,0.026,-0.112446,0.148553,0.813422,0.030930,0.013115,0.079303,0.027124
250,941.61,0.250,-12.808,0.0243,3.5111,46.4025,0.7292,2.8816,3.0728,0.0000,24.1865,0.0000,3.3253,0.0000,0.0000,19.0532,0.3489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.325,-0.264,0.050,0.007,0.026,-0.116337,0.147297,0.817795,0.030407,0.013934,0.079554,0.027349
251,940.61,0.250,-12.825,0.0243,3.5133,46.3526,0.7335,2.8782,3.1060,0.0000,24.2980,0.0000,3.2186,0.0000,0.0000,19.0616,0.3515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.323,-0.263,0.050,0.007,0.026,-0.120289,0.146057,0.822209,0.029872,0.014766,0.079808,0.027577
252,939.61,0.250,-12.841,0.0242,3.5155,46.3025,0.7378,2.8746,3.1396,0.0000,24.4102,0.0000,3.1116,0.0000,0.0000,19.0694,0.3542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.322,-0.262,0.049,0.007,0.026,-0.124297,0.144835,0.826658,0.029324,0.015610,0.080062,0.027808
253,938.61,0.250,-12.858,0.0240,3.5177,46.2523,0.7421,2.8709,3.1736,0.0000,24.5230,0.0000,3.0046,0.0000,0.0000,19.0767,0.3569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.319,-0.260,0.049,0.007,0.025,-0.128355,0.143631,0.831134,0.028766,0.016465,0.080318,0.028041
254,937.61,0.250,-12.875,0.0239,3.5199,46.2020,0.7463,2.8670,3.2078,0.0000,24.6362,0.0000,2.8976,0.0000,0.0000,19.0835,0.3596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.317,-0.258,0.049,0.007,0.025,-0.132457,0.142445,0.835633,0.028196,0.017331,0.080574,0.028277
255,936.61,0.250,-12.891,0.0237,3.5221,46.1517,0.7506,2.8630,3.2423,0.0000,24.7497,0.0000,2.7907,0.0000,0.0000,19.0897,0.3623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.315,-0.256,0.048,0.007,0.025,-0.136595,0.141277,0.840149,0.027617,0.018206,0.080831,0.028515
256,935.61,0.250,-12.908,0.0236,3.5244,46.1014,0.7548,2.8588,3.2771,0.0000,24.8633,0.0000,2.6841,0.0000,0.0000,19.0954,0.3651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.312,-0.254,0.048,0.007,0.025,-0.140765,0.140128,0.844676,0.027029,0.019089,0.081088,0.028755
257,934.61,0.250,-12.925,0.0234,3.5266,46.0512,0.7591,2.8545,3.3120,0.0000,24.9769,0.0000,2.5779,0.0000,0.0000,19.1006,0.3679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.309,-0.251,0.047,0.007,0.025,-0.144961,0.138998,0.849209,0.026433,0.019981,0.081344,0.028996
258,933.61,0.250,-12.941,0.0232,3.5288,46.0012,0.7633,2.8500,3.3471,0.0000,25.0903,0.0000,2.4721,0.0000,0.0000,19.1054,0.3706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.306,-0.249,0.047,0.007,0.024,-0.149176,0.137885,0.853743,0.025829,0.020879,0.081600,0.029240
259,932.61,0.250,-12.958,0.0230,3.5311,45.9513,0.7675,2.8454,3.3823,0.0000,25.2035,0.0000,2.3668,0.0000,0.0000,19.1098,0.3734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.302,-0.246,0.047,0.007,0.024,-0.153407,0.136792,0.858274,0.025218,0.021784,0.081856,0.029484
260,931.61,0.250,-12.975,0.0227,3.5333,45.9016,0.7716,2.8408,3.4176,0.0000,25.3163,0.0000,2.2622,0.0000,0.0000,19.1137,0.3763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.299,-0.244,0.046,0.006,0.024,-0.157647,0.135716,0.862797,0.024600,0.022694,0.082110,0.029730
261,930.61,0.250,-12.992,0.0225,3.5355,45.8522,0.7758,2.8360,3.4530,0.0000,25.4287,0.0000,2.1582,0.0000,0.0000,19.1172,0.3791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.296,-0.241,0.046,0.006,0.024,-0.161893,0.134658,0.867309,0.023976,0.023609,0.082363,0.029977
262,929.61,0.250,-13.009,0.0223,3.5378,45.8030,0.7799,2.8311,3.4884,0.0000,25.5405,0.0000,2.0549,0.0000,0.0000,19.1204,0.3819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.292,-0.238,0.045,0.006,0.023,-0.166141,0.133618,0.871806,0.023347,0.024528,0.082615,0.030225
263,928.61,0.250,-13.026,0.0220,3.5400,45.7541,0.7840,2.8261,3.5238,0.0000,25.6517,0.0000,1.9524,0.0000,0.0000,19.1231,0.3848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.289,-0.235,0.044,0.006,0.023,-0.170385,0.132596,0.876284,0.022714,0.025451,0.082866,0.030475
264,927.61,0.250,-13.043,0.0218,3.5422,45.7055,0.7881,2.8210,3.5593,0.0000,25.7622,0.0000,1.8507,0.0000,0.0000,19.1256,0.3876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.285,-0.232,0.044,0.006,0.023,-0.174622,0.131590,0.880741,0.022076,0.026377,0.083114,0.030725
265,926.61,0.250,-13.060,0.0216,3.5444,45.6573,0.7921,2.8158,3.5947,0.0000,25.8719,0.0000,1.7499,0.0000,0.0000,19.1277,0.3905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.281,-0.229,0.043,0.006,0.023,-0.178849,0.130601,0.885173,0.021434,0.027306,0.083360,0.030975
266,925.61,0.250,-13.076,0.0213,3.5466,45.6095,0.7962,2.8106,3.6301,0.0000,25.9808,0.0000,1.6499,0.0000,0.0000,19.1295,0.3934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.278,-0.227,0.043,0.006,0.022,-0.183062,0.129627,0.889578,0.020789,0.028237,0.083604,0.031227
267,924.61,0.250,-13.093,0.0227,3.5493,45.5330,0.8165,2.8095,3.6825,0.0000,26.0858,0.0000,1.5106,0.0000,0.0000,19.1628,0.3993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.296,-0.241,0.046,0.006,0.024,-0.186550,0.126838,0.894050,0.020365,0.029961,0.083605,0.031732
