Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),diopside,clinoenstatite,hedenbergite,alumino-buffonite,buffonite,essenite,jadeite
90,1101.61,0.250,-10.469,0.0876,3.3307,51.7232,0.2028,2.7129,0.8093,0.0000,18.2181,0.0000,19.5682,0.0000,0.0000,6.6873,0.0783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.316,-1.038,0.202,0.026,0.104,-0.374299,0.727512,0.567402,0.051048,-0.039689,0.062370,0.005656
90,1101.61,0.250,-10.469,0.0786,3.2859,50.7893,0.6348,3.6298,1.1573,0.0000,10.7032,0.0000,15.0818,0.0000,0.0000,17.8105,0.1934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.222,-0.977,0.179,0.024,0.092,0.270891,0.274704,0.333659,0.074308,-0.038721,0.071184,0.013975
91,1100.61,0.250,-10.482,0.0863,3.3322,51.6955,0.2041,2.7124,0.8135,0.0000,18.3230,0.0000,19.5044,0.0000,0.0000,6.6687,0.0785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.295,-1.021,0.199,0.026,0.103,-0.378567,0.728114,0.570941,0.051035,-0.039599,0.062407,0.005668
91,1100.61,0.250,-10.482,0.0779,3.2869,50.7573,0.6446,3.6372,1.1660,0.0000,10.7480,0.0000,15.0247,0.0000,0.0000,17.8275,0.1946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.210,-0.967,0.177,0.024,0.091,0.269751,0.273689,0.335168,0.074604,-0.038452,0.071171,0.014070
92,1099.61,0.250,-10.495,0.0850,3.3337,51.6676,0.2054,2.7119,0.8177,0.0000,18.4284,0.0000,19.4404,0.0000,0.0000,6.6500,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.274,-1.005,0.196,0.025,0.101,-0.382861,0.728721,0.574502,0.051022,-0.039508,0.062445,0.005679
92,1099.61,0.250,-10.495,0.0772,3.2880,50.7251,0.6546,3.6447,1.1748,0.0000,10.7929,0.0000,14.9674,0.0000,0.0000,17.8446,0.1959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.199,-0.958,0.175,0.023,0.090,0.268601,0.272670,0.336682,0.074905,-0.038180,0.071157,0.014166
93,1098.61,0.250,-10.508,0.0837,3.3352,51.6397,0.2066,2.7114,0.8219,0.0000,18.5344,0.0000,19.3760,0.0000,0.0000,6.6312,0.0787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.254,-0.989,0.193,0.025,0.099,-0.387182,0.729333,0.578085,0.051007,-0.039417,0.062484,0.005690
93,1098.61,0.250,-10.508,0.0766,3.2890,50.6927,0.6647,3.6522,1.1837,0.0000,10.8380,0.0000,14.9099,0.0000,0.0000,17.8617,0.1971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.188,-0.950,0.174,0.023,0.089,0.267441,0.271648,0.338203,0.075209,-0.037905,0.071143,0.014262
94,1097.61,0.250,-10.521,0.0824,3.3368,51.6116,0.2078,2.7109,0.8261,0.0000,18.6410,0.0000,19.3113,0.0000,0.0000,6.6123,0.0788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.233,-0.973,0.190,0.025,0.098,-0.391529,0.729950,0.581690,0.050991,-0.039327,0.062524,0.005701
94,1097.61,0.250,-10.521,0.0760,3.2900,50.6600,0.6749,3.6598,1.1927,0.0000,10.8832,0.0000,14.8522,0.0000,0.0000,17.8788,0.1984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.179,-0.943,0.172,0.023,0.089,0.266270,0.270623,0.339730,0.075517,-0.037628,0.071129,0.014358
95,1096.61,0.250,-10.534,0.0816,3.3383,51.5834,0.2091,2.7104,0.8304,0.0000,18.7485,0.0000,19.2460,0.0000,0.0000,6.5933,0.0789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.220,-0.962,0.188,0.024,0.097,-0.395913,0.730570,0.585329,0.050975,-0.039236,0.062565,0.005711
95,1096.61,0.250,-10.534,0.0756,3.2910,50.6270,0.6852,3.6675,1.2018,0.0000,10.9288,0.0000,14.7941,0.0000,0.0000,17.8958,0.1997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.172,-0.937,0.171,0.023,0.088,0.265080,0.269596,0.341272,0.075828,-0.037346,0.071114,0.014456
96,1095.61,0.250,-10.547,0.0803,3.3399,51.5550,0.2102,2.7098,0.8347,0.0000,18.8564,0.0000,19.1805,0.0000,0.0000,6.5743,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.198,-0.946,0.185,0.024,0.095,-0.400321,0.731193,0.588989,0.050956,-0.039146,0.062607,0.005721
96,1095.61,0.250,-10.547,0.0751,3.2921,50.5938,0.6956,3.6753,1.2110,0.0000,10.9746,0.0000,14.7358,0.0000,0.0000,17.9129,0.2010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.164,-0.931,0.170,0.023,0.088,0.263879,0.268566,0.342820,0.076142,-0.037061,0.071100,0.014554
97,1094.61,0.250,-10.560,0.0790,3.3414,51.5265,0.2114,2.7092,0.8391,0.0000,18.9650,0.0000,19.1146,0.0000,0.0000,6.5551,0.0791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.179,-0.930,0.182,0.024,0.094,-0.404756,0.731821,0.592673,0.050937,-0.039055,0.062649,0.005731
97,1094.61,0.250,-10.560,0.0747,3.2931,50.5604,0.7062,3.6831,1.2202,0.0000,11.0206,0.0000,14.6773,0.0000,0.0000,17.9299,0.2022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.157,-0.926,0.169,0.023,0.087,0.262666,0.267536,0.344377,0.076459,-0.036774,0.071085,0.014652
98,1093.61,0.250,-10.573,0.0778,3.3430,51.4979,0.2125,2.7086,0.8434,0.0000,19.0742,0.0000,19.0483,0.0000,0.0000,6.5359,0.0792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.159,-0.915,0.179,0.023,0.092,-0.409217,0.732451,0.596381,0.050916,-0.038965,0.062693,0.005741
98,1093.61,0.250,-10.573,0.0744,3.2942,50.5268,0.7167,3.6909,1.2296,0.0000,11.0668,0.0000,14.6186,0.0000,0.0000,17.9470,0.2035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.151,-0.921,0.168,0.023,0.087,0.261438,0.266504,0.345943,0.076777,-0.036484,0.071070,0.014751
99,1092.61,0.250,-10.586,0.0766,3.3445,51.4692,0.2136,2.7079,0.8478,0.0000,19.1840,0.0000,18.9816,0.0000,0.0000,6.5166,0.0793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.140,-0.900,0.176,0.023,0.091,-0.413705,0.733084,0.600114,0.050893,-0.038874,0.062737,0.005751
99,1092.61,0.250,-10.586,0.0741,3.2953,50.4931,0.7274,3.6988,1.2390,0.0000,11.1133,0.0000,14.5597,0.0000,0.0000,17.9639,0.2048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.145,-0.917,0.167,0.022,0.086,0.260196,0.265473,0.347520,0.077098,-0.036191,0.071054,0.014850
100,1091.61,0.250,-10.599,0.0754,3.3461,51.4403,0.2147,2.7073,0.8522,0.0000,19.2944,0.0000,18.9145,0.0000,0.0000,6.4972,0.0794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.121,-0.885,0.173,0.023,0.089,-0.418218,0.733719,0.603873,0.050868,-0.038784,0.062783,0.005760
100,1091.61,0.250,-10.599,0.0738,3.2963,50.4591,0.7381,3.7067,1.2485,0.0000,11.1601,0.0000,14.5005,0.0000,0.0000,17.9808,0.2061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.141,-0.913,0.167,0.022,0.086,0.258939,0.264442,0.349107,0.077419,-0.035895,0.071039,0.014949
101,1090.61,0.250,-10.612,0.0742,3.3477,51.4114,0.2157,2.7065,0.8566,0.0000,19.4055,0.0000,18.8470,0.0000,0.0000,6.4778,0.0795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.103,-0.870,0.170,0.022,0.088,-0.422759,0.734357,0.607656,0.050842,-0.038694,0.062829,0.005769
101,1090.61,0.250,-10.612,0.0736,3.2974,50.4250,0.7489,3.7146,1.2581,0.0000,11.2072,0.0000,14.4412,0.0000,0.0000,17.9976,0.2074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.136,-0.910,0.166,0.022,0.086,0.257666,0.263411,0.350705,0.077742,-0.035597,0.071024,0.015049
102,1089.61,0.250,-10.625,0.0730,3.3493,51.3823,0.2167,2.7058,0.8610,0.0000,19.5172,0.0000,18.7791,0.0000,0.0000,6.4584,0.0795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.084,-0.856,0.167,0.022,0.086,-0.427325,0.734996,0.611466,0.050813,-0.038604,0.062876,0.005777
102,1089.61,0.250,-10.625,0.0734,3.2985,50.3907,0.7597,3.7225,1.2678,0.0000,11.2547,0.0000,14.3816,0.0000,0.0000,18.0143,0.2087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.133,-0.907,0.166,0.022,0.085,0.256376,0.262382,0.352316,0.078065,-0.035296,0.071008,0.015149
103,1088.61,0.250,-10.639,0.0719,3.3509,51.3530,0.2176,2.7050,0.8655,0.0000,19.6296,0.0000,18.7107,0.0000,0.0000,6.4389,0.0796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.066,-0.841,0.165,0.021,0.085,-0.431917,0.735636,0.615302,0.050783,-0.038514,0.062924,0.005786
103,1088.61,0.250,-10.639,0.0732,3.2996,50.3562,0.7705,3.7304,1.2776,0.0000,11.3025,0.0000,14.3218,0.0000,0.0000,18.0309,0.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.130,-0.905,0.165,0.022,0.085,0.255069,0.261355,0.353939,0.078387,-0.034993,0.070993,0.015250
104,1087.61,0.250,-10.652,0.0707,3.3525,51.3237,0.2185,2.7042,0.8700,0.0000,19.7426,0.0000,18.6419,0.0000,0.0000,6.4194,0.0797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.047,-0.827,0.162,0.021,0.083,-0.436536,0.736277,0.619164,0.050750,-0.038424,0.062974,0.005794
104,1087.61,0.250,-10.652,0.0731,3.3006,50.3217,0.7814,3.7383,1.2874,0.0000,11.3506,0.0000,14.2618,0.0000,0.0000,18.0474,0.2114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.127,-0.903,0.165,0.022,0.085,0.253744,0.260331,0.355576,0.078710,-0.034688,0.070977,0.015350
105,1086.61,0.250,-10.665,0.0696,3.3542,51.2942,0.2194,2.7033,0.8745,0.0000,19.8563,0.0000,18.5726,0.0000,0.0000,6.3999,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.029,-0.813,0.159,0.021,0.082,-0.441180,0.736919,0.623053,0.050715,-0.038334,0.063024,0.005802
105,1086.61,0.250,-10.665,0.0730,3.3017,50.2870,0.7923,3.7461,1.2973,0.0000,11.3992,0.0000,14.2017,0.0000,0.0000,18.0638,0.2127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.124,-0.901,0.164,0.022,0.085,0.252399,0.259310,0.357227,0.079031,-0.034380,0.070962,0.015451
106,1085.61,0.250,-10.678,0.0684,3.3558,51.2646,0.2202,2.7023,0.8790,0.0000,19.9707,0.0000,18.5029,0.0000,0.0000,6.3804,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.011,-0.799,0.157,0.020,0.081,-0.445849,0.737561,0.626970,0.050678,-0.038244,0.063075,0.005810
106,1085.61,0.250,-10.678,0.0729,3.3028,50.2522,0.8031,3.7539,1.3073,0.0000,11.4482,0.0000,14.1413,0.0000,0.0000,18.0800,0.2140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.122,-0.899,0.164,0.022,0.085,0.251035,0.258294,0.358893,0.079350,-0.034070,0.070947,0.015551
107,1084.61,0.250,-10.691,0.0673,3.3575,51.2349,0.2210,2.7014,0.8836,0.0000,20.0857,0.0000,18.4326,0.0000,0.0000,6.3610,0.0799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.994,-0.785,0.154,0.020,0.079,-0.450544,0.738202,0.630914,0.050638,-0.038154,0.063127,0.005817
107,1084.61,0.250,-10.691,0.0728,3.3040,50.2174,0.8140,3.7616,1.3173,0.0000,11.4976,0.0000,14.0808,0.0000,0.0000,18.0960,0.2153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.121,-0.898,0.164,0.022,0.085,0.249651,0.257281,0.360575,0.079666,-0.033758,0.070932,0.015652
108,1083.61,0.250,-10.705,0.0662,3.3591,51.2051,0.2217,2.7003,0.8881,0.0000,20.2015,0.0000,18.3619,0.0000,0.0000,6.3415,0.0799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.976,-0.771,0.151,0.020,0.078,-0.455265,0.738843,0.634887,0.050595,-0.038065,0.063181,0.005824
108,1083.61,0.250,-10.705,0.0728,3.3051,50.1825,0.8248,3.7693,1.3275,0.0000,11.5475,0.0000,14.0200,0.0000,0.0000,18.1119,0.2166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.120,-0.897,0.164,0.022,0.084,0.248245,0.256275,0.362274,0.079980,-0.033444,0.070917,0.015753
109,1082.61,0.250,-10.718,0.0651,3.3608,51.1751,0.2224,2.6992,0.8927,0.0000,20.3179,0.0000,18.2906,0.0000,0.0000,6.3220,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.959,-0.757,0.149,0.019,0.077,-0.460011,0.739483,0.638887,0.050550,-0.037975,0.063235,0.005831
109,1082.61,0.250,-10.718,0.0728,3.3062,50.1476,0.8356,3.7768,1.3376,0.0000,11.5979,0.0000,13.9591,0.0000,0.0000,18.1275,0.2179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.119,-0.897,0.164,0.022,0.084,0.246817,0.255275,0.363990,0.080290,-0.033128,0.070903,0.015854
110,1081.61,0.250,-10.731,0.0640,3.3625,51.1450,0.2230,2.6981,0.8974,0.0000,20.4350,0.0000,18.2189,0.0000,0.0000,6.3026,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.941,-0.744,0.146,0.019,0.075,-0.464781,0.740122,0.642917,0.050501,-0.037886,0.063290,0.005838
110,1081.61,0.250,-10.731,0.0728,3.3073,50.1126,0.8463,3.7843,1.3479,0.0000,11.6488,0.0000,13.8980,0.0000,0.0000,18.1429,0.2192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.118,-0.897,0.164,0.022,0.084,0.245366,0.254282,0.365726,0.080595,-0.032812,0.070889,0.015954
111,1080.61,0.250,-10.745,0.0629,3.3642,51.1148,0.2235,2.6969,0.9020,0.0000,20.5529,0.0000,18.1466,0.0000,0.0000,6.2833,0.0801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.924,-0.730,0.143,0.019,0.074,-0.469576,0.740758,0.646976,0.050449,-0.037797,0.063346,0.005844
111,1080.61,0.250,-10.745,0.0729,3.3084,50.0777,0.8569,3.7916,1.3581,0.0000,11.7003,0.0000,13.8368,0.0000,0.0000,18.1581,0.2205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.119,-0.897,0.164,0.022,0.084,0.243891,0.253297,0.367481,0.080894,-0.032493,0.070876,0.016055
112,1079.61,0.250,-10.758,0.0618,3.3659,51.0845,0.2240,2.6956,0.9067,0.0000,20.6715,0.0000,18.0737,0.0000,0.0000,6.2640,0.0801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.907,-0.717,0.141,0.018,0.073,-0.474395,0.741391,0.651064,0.050394,-0.037707,0.063403,0.005850
112,1079.61,0.250,-10.758,0.0730,3.3096,50.0428,0.8674,3.7987,1.3685,0.0000,11.7525,0.0000,13.7754,0.0000,0.0000,18.1729,0.2218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.120,-0.899,0.164,0.022,0.085,0.242389,0.252323,0.369259,0.081186,-0.032175,0.070863,0.016155
113,1078.61,0.250,-10.771,0.0607,3.3676,51.0540,0.2244,2.6942,0.9114,0.0000,20.7909,0.0000,18.0002,0.0000,0.0000,6.2448,0.0801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.889,-0.703,0.138,0.018,0.071,-0.479238,0.742020,0.655184,0.050335,-0.037618,0.063461,0.005856
113,1078.61,0.250,-10.771,0.0733,3.3107,50.0081,0.8777,3.8056,1.3788,0.0000,11.8053,0.0000,13.7139,0.0000,0.0000,18.1874,0.2231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.124,-0.902,0.164,0.022,0.085,0.240860,0.251361,0.371061,0.081468,-0.031855,0.070852,0.016254
114,1077.61,0.250,-10.785,0.0595,3.3693,51.0234,0.2247,2.6927,0.9161,0.0000,20.9110,0.0000,17.9260,0.0000,0.0000,6.2258,0.0802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.871,-0.688,0.135,0.018,0.070,-0.484104,0.742643,0.659337,0.050272,-0.037529,0.063521,0.005861
114,1077.61,0.250,-10.785,0.0739,3.3119,49.9737,0.8877,3.8122,1.3892,0.0000,11.8591,0.0000,13.6523,0.0000,0.0000,18.2015,0.2243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.132,-0.908,0.166,0.022,0.085,0.239299,0.250415,0.372892,0.081736,-0.031537,0.070842,0.016353
115,1076.61,0.250,-10.798,0.0582,3.3710,50.9927,0.2249,2.6911,0.9208,0.0000,21.0321,0.0000,17.8510,0.0000,0.0000,6.2071,0.0802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.851,-0.672,0.132,0.017,0.068,-0.488989,0.743255,0.663526,0.050202,-0.037441,0.063581,0.005866
115,1076.61,0.250,-10.798,0.0751,3.3130,49.9397,0.8973,3.8183,1.3995,0.0000,11.9140,0.0000,13.5907,0.0000,0.0000,18.2149,0.2256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.149,-0.922,0.168,0.023,0.087,0.237698,0.249495,0.374762,0.081983,-0.031222,0.070834,0.016450
116,1075.61,0.250,-10.811,0.0564,3.3728,50.9620,0.2249,2.6893,0.9256,0.0000,21.1544,0.0000,17.7748,0.0000,0.0000,6.1889,0.0802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.824,-0.651,0.128,0.017,0.066,-0.493888,0.743843,0.667764,0.050121,-0.037354,0.063643,0.005871
116,1075.61,0.250,-10.811,0.0783,3.3142,49.9070,0.9059,3.8234,1.4097,0.0000,11.9710,0.0000,13.5293,0.0000,0.0000,18.2271,0.2267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.198,-0.962,0.175,0.024,0.091,0.236032,0.248627,0.376701,0.082183,-0.030916,0.070831,0.016542
117,1074.61,0.250,-10.825,0.0525,3.3746,50.9311,0.2242,2.6867,0.9303,0.0000,21.2795,0.0000,17.6951,0.0000,0.0000,6.1728,0.0802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.767,-0.606,0.119,0.016,0.062,-0.498768,0.744342,0.672106,0.050008,-0.037270,0.063708,0.005874
117,1074.61,0.250,-10.825,0.0912,3.3153,49.8790,0.9109,3.8248,1.4189,0.0000,12.0343,0.0000,13.4691,0.0000,0.0000,18.2352,0.2277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.395,-1.119,0.204,0.028,0.105,0.234189,0.247934,0.378844,0.082220,-0.030652,0.070845,0.016620
118,1073.61,0.250,-10.838,0.0440,3.3764,50.9005,0.2219,2.6822,0.9348,0.0000,21.4106,0.0000,17.6076,0.0000,0.0000,6.1623,0.0802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.642,-0.507,0.100,0.013,0.051,-0.503552,0.744612,0.676672,0.049811,-0.037197,0.063780,0.005874
118,1073.61,0.250,-10.838,0.1249,3.3164,49.8637,0.9064,3.8168,1.4258,0.0000,12.1138,0.0000,13.4125,0.0000,0.0000,18.2330,0.2281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.907,-1.531,0.279,0.038,0.144,0.231913,0.247693,0.381497,0.081836,-0.030500,0.070903,0.016658
119,1072.61,0.250,-10.852,0.0395,3.3783,50.8700,0.2188,2.6767,0.9392,0.0000,21.5447,0.0000,17.5160,0.0000,0.0000,6.1545,0.0801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.575,-0.455,0.090,0.012,0.046,-0.508290,0.744766,0.681355,0.049570,-0.037128,0.063854,0.005873
119,1072.61,0.250,-10.852,0.1391,3.3175,49.8550,0.8970,3.8038,1.4313,0.0000,12.2017,0.0000,13.3578,0.0000,0.0000,18.2252,0.2283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.122,-1.704,0.311,0.042,0.160,0.229407,0.247690,0.384422,0.081229,-0.030407,0.070984,0.016675
120,1071.61,0.250,-10.865,0.0393,3.3802,50.8395,0.2156,2.6712,0.9436,0.0000,21.6790,0.0000,17.4246,0.0000,0.0000,6.1465,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.571,-0.451,0.089,0.012,0.046,-0.513049,0.744930,0.686047,0.049331,-0.037058,0.063927,0.005872
120,1071.61,0.250,-10.865,0.1337,3.3187,49.8460,0.8877,3.7909,1.4369,0.0000,12.2896,0.0000,13.3029,0.0000,0.0000,18.2176,0.2284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.038,-1.637,0.299,0.040,0.154,0.226894,0.247681,0.387349,0.080630,-0.030312,0.071065,0.016693
121,1070.61,0.250,-10.879,0.0390,3.3821,50.8088,0.2126,2.6657,0.9480,0.0000,21.8134,0.0000,17.3333,0.0000,0.0000,6.1382,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.566,-0.448,0.088,0.012,0.046,-0.517831,0.745105,0.690749,0.049094,-0.036987,0.064000,0.005871
121,1070.61,0.250,-10.879,0.1286,3.3198,49.8367,0.8786,3.7783,1.4426,0.0000,12.3776,0.0000,13.2477,0.0000,0.0000,18.2100,0.2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.959,-1.573,0.287,0.039,0.148,0.224374,0.247666,0.390281,0.080037,-0.030215,0.071144,0.016713
122,1069.61,0.250,-10.892,0.0387,3.3840,50.7782,0.2096,2.6603,0.9525,0.0000,21.9479,0.0000,17.2420,0.0000,0.0000,6.1297,0.0799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.562,-0.444,0.088,0.011,0.045,-0.522634,0.745289,0.695461,0.048858,-0.036915,0.064072,0.005870
122,1069.61,0.250,-10.892,0.1238,3.3209,49.8271,0.8697,3.7658,1.4483,0.0000,12.4656,0.0000,13.1922,0.0000,0.0000,18.2026,0.2288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.884,-1.513,0.276,0.037,0.143,0.221846,0.247645,0.393216,0.079452,-0.030116,0.071223,0.016733
123,1068.61,0.250,-10.906,0.0385,3.3859,50.7475,0.2066,2.6549,0.9569,0.0000,22.0825,0.0000,17.1508,0.0000,0.0000,6.1210,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.557,-0.440,0.087,0.011,0.045,-0.527460,0.745482,0.700184,0.048623,-0.036842,0.064143,0.005869
123,1068.61,0.250,-10.906,0.1192,3.3220,49.8172,0.8609,3.7535,1.4540,0.0000,12.5536,0.0000,13.1365,0.0000,0.0000,18.1952,0.2290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.813,-1.456,0.266,0.036,0.137,0.219309,0.247619,0.396157,0.078872,-0.030014,0.071301,0.016755
124,1067.61,0.250,-10.919,0.0382,3.3878,50.7167,0.2037,2.6495,0.9614,0.0000,22.2173,0.0000,17.0597,0.0000,0.0000,6.1120,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.552,-0.437,0.086,0.011,0.044,-0.532308,0.745685,0.704919,0.048389,-0.036767,0.064214,0.005868
124,1067.61,0.250,-10.919,0.1149,3.3232,49.8071,0.8523,3.7413,1.4598,0.0000,12.6418,0.0000,13.0806,0.0000,0.0000,18.1879,0.2292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.746,-1.402,0.256,0.035,0.132,0.216763,0.247588,0.399103,0.078299,-0.029911,0.071379,0.016778
125,1066.61,0.250,-10.933,0.0379,3.3897,50.6858,0.2008,2.6441,0.9659,0.0000,22.3523,0.0000,16.9685,0.0000,0.0000,6.1028,0.0797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.547,-0.433,0.086,0.011,0.044,-0.537179,0.745896,0.709665,0.048157,-0.036691,0.064285,0.005867
125,1066.61,0.250,-10.933,0.1108,3.3243,49.7967,0.8438,3.7293,1.4656,0.0000,12.7300,0.0000,13.0244,0.0000,0.0000,18.1807,0.2295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.682,-1.351,0.247,0.033,0.127,0.214207,0.247552,0.402055,0.077731,-0.029805,0.071457,0.016802
126,1065.61,0.250,-10.947,0.0376,3.3916,50.6548,0.1980,2.6388,0.9704,0.0000,22.4875,0.0000,16.8774,0.0000,0.0000,6.0935,0.0796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.542,-0.429,0.085,0.011,0.044,-0.542073,0.746116,0.714424,0.047926,-0.036614,0.064355,0.005867
126,1065.61,0.250,-10.947,0.1069,3.3254,49.7860,0.8354,3.7174,1.4715,0.0000,12.8184,0.0000,12.9680,0.0000,0.0000,18.1736,0.2297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.621,-1.303,0.238,0.032,0.123,0.211641,0.247512,0.405015,0.077169,-0.029697,0.071534,0.016827
127,1064.61,0.250,-10.960,0.0373,3.3935,50.6238,0.1952,2.6335,0.9749,0.0000,22.6228,0.0000,16.7863,0.0000,0.0000,6.0839,0.0796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.537,-0.425,0.084,0.011,0.043,-0.546990,0.746344,0.719196,0.047696,-0.036536,0.064424,0.005866
127,1064.61,0.250,-10.960,0.1032,3.3266,49.7750,0.8272,3.7057,1.4775,0.0000,12.9069,0.0000,12.9113,0.0000,0.0000,18.1664,0.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.564,-1.257,0.230,0.031,0.119,0.209062,0.247467,0.407981,0.076613,-0.029587,0.071610,0.016853
