System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(QFM-1.0) rhol rhos viscosity aH2O chisqr
138 250.00 1053.61 25.726935 0.9903833366516502 0.986819 -300030.866645 66.762884 9.840454 35.169944 -272.198469 742.681215 -11.112 0.000 2.623848 1.907467 3.408 n/a n/a
139 250.00 1052.61 25.493088 0.9904930290660569 0.986723 -297433.474036 66.151591 9.761208 34.836670 -277.582054 737.303536 -11.125 0.000 2.621652 1.870057 3.422 n/a n/a
140 250.00 1051.61 25.264370 0.9905992741319645 0.986621 -294892.413830 65.553501 9.683678 34.510792 -282.988044 732.087418 -11.139 0.000 2.619484 1.833201 3.437 n/a n/a
141 250.00 1050.61 25.040595 0.9907022022334713 0.986514 -292405.666129 64.968138 9.607803 34.192042 -288.419813 727.027674 -11.153 0.000 2.617341 1.796904 3.451 n/a n/a
142 250.00 1049.61 24.821586 0.9908019370089972 0.986402 -289971.308083 64.395049 9.533526 33.880162 -293.880702 722.119407 -11.167 0.000 2.615224 1.761169 3.465 n/a n/a
143 250.00 1048.61 24.607172 0.9908985958163021 0.986285 -287587.508071 63.833800 9.460792 33.574910 -299.374021 717.357992 -11.181 0.000 2.613130 1.726000 3.479 n/a n/a
144 250.00 1047.61 24.397193 0.9909922900176313 0.986162 -285252.520327 63.283982 9.389550 33.276051 -304.903067 712.739063 -11.195 0.000 2.611061 1.691398 3.493 n/a n/a
145 250.00 1046.61 24.191496 0.9910831253865406 0.986035 -282964.679905 62.745201 9.319749 32.983366 -310.471120 708.258496 -11.209 0.000 2.609014 1.657364 3.507 n/a n/a
146 250.00 1045.61 23.989933 0.9911712023691113 0.985902 -280722.398017 62.217082 9.251343 32.696642 -316.081459 703.912396 -11.223 0.000 2.606990 1.623898 3.520 n/a n/a
147 250.00 1044.61 23.792365 0.9912566164368719 0.985764 -278524.157675 61.699269 9.184286 32.415678 -321.737363 699.697089 -11.237 0.000 2.604987 1.590999 3.534 n/a n/a
148 250.00 1043.61 23.598658 0.9913394583111919 0.985620 -276368.509635 61.191420 9.118535 32.140281 -327.442121 695.609108 -11.251 0.000 2.603005 1.558665 3.547 n/a n/a
149 250.00 1042.61 23.408685 0.9914198142666253 0.985471 -274254.068604 60.693210 9.054048 31.870267 -333.199035 691.645181 -11.265 0.000 2.601044 1.526894 3.560 n/a n/a
150 250.00 1041.61 23.222323 0.9914977663484394 0.985317 -272179.509709 60.204325 8.990788 31.605461 -339.011430 687.802223 -11.280 0.000 2.599103 1.495682 3.573 n/a n/a
151 250.00 1040.61 23.039124 0.9984474714556889 0.990969 -270085.478655 59.764066 8.931899 -79451069789784433999120695980397230563049709969033506485443782137348096.000000 66716231039280645259369728105656195315794768659493519996547053790429184.000000 -6351959385280348721715812173754395953734383354857938693963522653636526080.000000 -11.294 0.000 2.598885 0.443452 3.581 n/a n/a
152 250.00 1039.61 23.014560 0.9793598587122186 0.975016 -270009.857292 59.565066 8.919380 31.229468 -355.599850 680.271713 -11.308 0.000 2.591783 2.131644 3.620 n/a n/a
153 250.00 1038.61 22.551299 0.9921809627026370 0.985002 -265041.704658 58.465102 8.771941 30.664361 -361.068711 673.938305 -11.322 0.000 2.589583 1.340240 3.635 n/a n/a
154 250.00 1037.61 22.386815 0.9922244543851553 0.984824 -263289.893161 58.031335 8.717307 30.433456 -366.707563 670.603261 -11.336 0.000 2.587385 1.315812 3.650 n/a n/a
155 250.00 1036.61 22.224671 0.9922675902116932 0.984643 -261564.113839 57.603744 8.663489 30.205929 -372.412556 667.351982 -11.350 0.000 2.585190 1.291682 3.665 n/a n/a
156 250.00 1035.61 22.065202 0.9881120083053359 0.981357 -259907.658322 57.154006 8.605752 29.946532 -382.822437 663.587229 -11.365 0.000 2.581655 1.634989 3.687 n/a n/a
157 250.00 1034.61 21.815799 0.9927177164610942 0.984463 -257132.394021 56.543482 8.526986 29.623942 -388.588750 659.519873 -11.379 0.000 2.579895 1.199144 3.700 n/a n/a
158 250.00 1033.61 21.669916 0.9927747050792837 0.984278 -255511.444225 56.157943 8.477764 29.416398 -394.446941 656.734053 -11.393 0.000 2.578154 1.174694 3.712 n/a n/a
159 250.00 1032.61 21.526411 0.9928297177034722 0.984088 -253916.435015 55.778554 8.429349 29.212277 -400.378149 654.039024 -11.408 0.000 2.576431 1.150771 3.724 n/a n/a
160 250.00 1031.61 21.385208 0.9928828024695127 0.983893 -252346.560413 55.405122 8.381716 29.011469 -406.385857 651.433153 -11.422 0.000 2.574725 1.127362 3.737 n/a n/a
161 250.00 1030.61 21.246234 0.9929340039429475 0.983692 -250801.044618 55.037462 8.334842 28.813872 -412.473632 648.914924 -11.436 0.000 2.573037 1.104458 3.749 n/a n/a
162 250.00 1029.61 21.109419 0.9929833631249151 0.983485 -249279.140255 54.675396 8.288706 28.619384 -418.645137 646.482930 -11.451 0.000 2.571364 1.082049 3.761 n/a n/a
163 250.00 1028.61 20.973827 0.9835292488711255 0.975695 -247836.120456 54.263713 8.242940 28.370598 -435.653115 642.781312 -11.465 0.000 2.564890 1.724311 3.799 n/a n/a
164 250.00 1027.61 20.641255 0.9924788343314161 0.982113 -244401.421248 53.471676 8.139522 27.962924 -442.589368 638.410107 -11.479 0.000 2.562695 1.066315 3.814 n/a n/a
165 250.00 1026.61 20.498986 0.9925182578146451 0.981862 -242894.792552 53.096834 8.092723 27.764443 -449.696666 636.079181 -11.494 0.000 2.560506 1.044842 3.829 n/a n/a
166 250.00 1025.61 20.358690 0.9925573380511897 0.981605 -241409.856440 52.727177 8.046622 27.568789 -456.918266 633.831191 -11.508 0.000 2.558321 1.023680 3.844 n/a n/a
167 250.00 1024.61 20.220336 0.9925964461263835 0.981342 -239946.239872 52.362622 8.001209 -349251418523211951853312799687880907006700091637421938428257521903861760.000000 260646932706662419232765285447983937690976032409910918268722897385160704.000000 -26484898394682900942019603711859023100601547138609351083485110657687224320.000000 -11.523 0.000 2.556142 1.002804 3.858 n/a n/a
168 250.00 1023.61 20.083901 0.9926340820775695 0.981072 -238503.662703 52.003096 7.956479 27.185783 -471.717154 629.583220 -11.537 0.000 2.553967 0.982325 3.873 n/a n/a
169 250.00 1022.61 19.949348 0.9993307657804137 0.986418 -237037.451497 51.682732 7.912835 -13805543261237763551101756111098016037435962351809003602355815364689920.000000 10292964188725329374735371119941687572986906468550499550459202969272320.000000 -1047212461748099949964810817974823630177982169639451623709561577963257856.000000 -11.552 0.000 2.554140 0.124229 3.879 n/a n/a
170 250.00 1021.61 19.949742 0.9834531670316756 0.973328 -237181.787242 51.576868 7.908089 26.939759 -491.830220 627.114579 -11.566 0.000 2.548944 1.565028 3.906 n/a n/a
171 250.00 1020.61 19.635661 0.9920692733617070 0.979543 -233668.691484 50.827862 7.808995 26.548315 -500.795657 623.383402 -11.581 0.000 2.546648 0.974808 3.921 n/a n/a
172 250.00 1019.61 19.496076 0.9921084298508883 0.979201 -232173.119198 50.462211 7.763474 26.352628 -510.013673 621.589798 -11.596 0.000 2.544360 0.952802 3.937 n/a n/a
173 250.00 1018.61 19.358480 0.9921467313964266 0.978848 -230699.489052 50.101742 7.718670 26.159822 -519.437147 619.901142 -11.610 0.000 2.542081 0.931172 3.952 n/a n/a
174 250.00 1017.61 19.222833 0.9921841907679193 0.978485 -229247.330484 49.746346 7.674572 25.969835 -529.073860 618.317906 -11.625 0.000 2.539810 0.909915 3.967 n/a n/a
175 250.00 1016.61 19.089093 0.9922208108923837 0.978112 -227816.187110 49.395919 7.631168 25.783094 -538.931904 616.855110 -11.640 0.000 2.537547 0.889029 3.982 n/a n/a
176 250.00 1015.61 18.957222 0.9922565458639979 0.977727 -226405.614002 49.050361 7.588446 25.598567 -549.019558 615.484418 -11.654 0.000 2.535293 0.868513 3.997 n/a n/a
177 250.00 1014.61 18.827183 0.9922914528344203 0.977331 -225015.165253 48.709572 7.546397 25.416686 -559.345454 614.221151 -11.669 0.000 2.533048 0.848362 4.012 n/a n/a
178 250.00 1013.61 18.698937 0.9923255513178330 0.976923 -223644.419198 48.373454 7.505008 25.237396 -569.918415 613.066177 -11.684 0.000 2.530811 0.828571 4.027 n/a n/a
179 250.00 1012.61 18.572450 0.9923588457898954 0.976503 -222292.968827 48.041917 7.464270 25.060645 -580.747542 612.020464 -11.698 0.000 2.528583 0.809136 4.042 n/a n/a
180 250.00 1011.61 18.447687 0.9923913393355913 0.976070 -220960.418016 47.714870 7.424174 -269746759137718421652979094667418945846611469788116818162368244596342784.000000 180146555632042596886694053208476587410081730364779341686734298999160832.000000 -19448235354273267628896353896188227795510027526916769944801353673033646080.000000 -11.713 0.000 2.526363 0.790055 4.057 n/a n/a
181 250.00 1010.61 18.324615 0.9924230336908112 0.975624 -219646.381034 47.392226 7.384711 24.714554 -603.212097 610.261190 -11.728 0.000 2.524153 0.771324 4.072 n/a n/a
182 250.00 1009.61 18.203201 0.9924539293030659 0.975165 -218350.482090 47.073900 7.345871 24.545116 -614.867145 609.550059 -11.743 0.000 2.521952 0.752941 4.086 n/a n/a
183 250.00 1008.61 18.083413 0.9924840254310882 0.974692 -217072.354894 46.759807 7.307646 24.378020 -626.817602 608.953050 -11.758 0.000 2.519759 0.734903 4.101 n/a n/a
184 250.00 1007.61 17.965220 0.9925133201633104 0.974205 -215811.642265 46.449868 7.270028 24.213219 -639.074008 608.471624 -11.773 0.000 2.517576 0.717208 4.116 n/a n/a
185 250.00 1006.61 17.848593 0.9925418105425431 0.973703 -214567.995753 46.144002 7.233010 24.050668 -651.647195 608.107336 -11.787 0.000 2.515402 0.699851 4.130 n/a n/a
186 250.00 1005.61 17.733500 0.9925694925897649 0.973185 -213341.075293 45.842133 7.196583 23.890323 -664.548285 607.861842 -11.802 0.000 2.513237 0.682830 4.145 n/a n/a
187 250.00 1004.61 17.619914 0.9925963613793803 0.972652 -212130.548881 45.544185 7.160741 23.732141 -677.788692 607.736888 -11.817 0.000 2.511082 0.666144 4.159 n/a n/a
188 250.00 1003.61 17.507806 0.9926224112012743 0.972103 -210936.092277 45.250085 7.125477 -272471959203567894741490045300372209809950644978073623667063134489673728.000000 173303709448121075014073604306447610113744143877884482946759294562861056.000000 -19231373777803985568498916524505947011829640929792000030005502576309567488.000000 -11.832 0.000 2.508937 0.649788 4.173 n/a n/a
189 250.00 1002.61 17.397149 0.9926476351387538 0.971537 -209757.388744 44.959760 7.090783 23.422101 -705.334505 607.856060 -11.847 0.000 2.506801 0.633760 4.188 n/a n/a
190 250.00 1001.61 17.287915 0.9926720263053643 0.970953 -208594.128713 44.673140 7.056654 23.270162 -719.664112 608.104139 -11.862 0.000 2.504674 0.618058 4.202 n/a n/a
191 250.00 1000.61 17.180079 0.9926955763917132 0.970352 -207446.009701 44.390156 7.023084 23.120224 -734.381416 608.480660 -11.877 0.000 2.502558 0.602678 4.216 n/a n/a
192 250.00 999.61 17.073614 0.9927182755526234 0.969732 -206312.735952 44.110741 6.990066 -271795561358968776181716365076241205488246744644684971492502733752107008.000000 169087067490323990725962960585343675413915438606576005070758503954513920.000000 -19002171078436512237220660958491555370855774102427424255442321914520928256.000000 -11.892 0.000 2.500451 0.587619 4.230 n/a n/a
193 250.00 998.61 16.968495 0.9927401198289825 0.969093 -205194.018046 43.834829 6.957595 22.826199 -765.030197 609.627856 -11.907 0.000 2.498355 0.572877 4.244 n/a n/a
194 250.00 997.61 16.864699 0.9927610920805914 0.968435 -204089.573965 43.562355 6.925666 22.682038 -780.987729 610.403133 -11.923 0.000 2.496269 0.558449 4.259 n/a n/a
195 250.00 996.61 16.762199 0.9927811873253387 0.967756 -202999.126478 43.293257 6.894273 -270528738573480528346108584709143900851236264327401488584786590593712128.000000 165652674100819624175734954247924026308643143346390064980737352559230976.000000 -18786471380510527297701837663042315691722429904236913443893774144919044096.000000 -11.938 0.000 2.494193 0.544333 4.273 n/a n/a
196 250.00 995.61 16.660973 0.9928003942531112 0.967057 -201922.405421 43.027472 6.863412 22.399241 -814.235460 612.369047 -11.953 0.000 2.492127 0.530527 4.286 n/a n/a
197 250.00 994.61 16.560999 0.9928187024063040 0.966336 -200859.146381 42.764941 6.833077 -269360522850340364264634477505236091945884072390526251303083300475633664.000000 163253557536765224893348985857604445178231769908359317815588171055890432.000000 -18624296832297878936691419615088476154268407481067184010177767522380546048.000000 -11.968 0.000 2.490071 0.517026 4.300 n/a n/a
198 250.00 993.61 16.462273 0.9987743620928174 0.970808 -199776.682847 42.531485 6.801166 -19271076581426127250367525832797634321435831291260256216683894605348864.000000 11675895072123930734462753576841882964361539223494028978139486092263424.000000 -1332757136793069519581075136143761368727290560485965151532897517728432128.000000 -11.983 0.000 2.490235 0.101627 4.307 n/a n/a
199 250.00 992.61 16.462255 0.9869390205860799 0.960416 -199863.798261 42.462436 6.804922 22.097191 -867.804543 617.384046 -11.998 0.000 2.485978 0.798213 4.328 n/a n/a
200 250.00 991.61 16.267852 0.9928681746573047 0.964035 -197742.931683 41.995089 6.745055 -267115476588952796394017098149897127163029633020662235510019352686493696.000000 159477380479379051192988652956754546881893356810471920977503308774113280.000000 -18352495189737147703688102144943703252880495649109409852400259404455215104.000000 -12.014 0.000 2.483954 0.478260 4.342 n/a n/a
201 250.00 990.61 16.172664 0.9928827157725322 0.963222 -196731.037734 41.745007 6.716786 21.722268 -905.891961 619.840735 -12.029 0.000 2.481941 0.465961 4.355 n/a n/a
202 250.00 989.61 16.078617 0.9928963974145093 0.962385 -195731.357755 41.497892 6.689021 21.592002 -925.749166 621.789160 -12.044 0.000 2.479939 0.453951 4.369 n/a n/a
203 250.00 988.61 15.985692 0.9929090910359814 0.961524 -194743.678223 41.253696 6.661757 21.463331 -946.153350 623.895745 -12.060 0.000 2.477948 0.442231 4.383 n/a n/a
204 250.00 987.61 15.893870 0.9929208172728341 0.960636 -193767.768874 41.012366 6.634991 21.336224 -967.117156 626.163023 -12.075 0.000 2.475968 0.430799 4.396 n/a n/a
205 250.00 986.61 15.803130 0.9929315682603393 0.959723 -192803.410497 40.773851 6.608718 21.210654 -988.652819 628.593472 -12.090 0.000 2.473999 0.419649 4.410 n/a n/a
206 250.00 985.61 15.713454 0.9929413369667488 0.958782 -191850.389401 40.538103 6.582935 -261396602453501172583896664588052991308836748357619470235156335640444928.000000 151606798726231220477367366764428122286394769779264056690611248389160960.000000 -17743445173272881105265312969681901599344726420481758018653693075079036928.000000 -12.106 0.000 2.472041 0.408780 4.423 n/a n/a
207 250.00 984.61 15.624824 0.9929501173222387 0.957815 -190908.497425 40.305074 6.557638 20.964015 -1033.486097 633.953395 -12.121 0.000 2.470095 0.398189 4.436 n/a n/a
208 250.00 983.61 15.537223 0.9929705126275711 0.956831 -189977.473889 40.074773 6.532811 -258000454611536810327960822374242043084609663836419674198734721219821568.000000 148228467942481838403808126772663134007550924400489890311200176372449280.000000 -17444156678747245065292014843467843107432480191896883033163340062757224448.000000 -12.137 0.000 2.468166 0.387282 4.450 n/a n/a
209 250.00 982.61 15.450825 0.9929520583066634 0.955788 -189059.266679 39.847399 6.508546 20.723408 -1080.740139 639.995556 -12.152 0.000 2.466236 0.378431 4.463 n/a n/a
210 250.00 981.61 15.365029 0.9929704846225684 0.954744 -188147.583844 39.621832 6.484627 20.604907 -1105.297977 643.273573 -12.168 0.000 2.464323 0.368044 4.476 n/a n/a
211 250.00 980.61 15.280407 0.9929752742323358 0.953663 -187248.238037 39.399222 6.461238 20.488000 -1130.487424 646.729315 -12.183 0.000 2.462422 0.358529 4.490 n/a n/a
212 250.00 979.61 15.196745 0.9929790636035929 0.952553 -186359.064149 39.179109 6.438315 20.372450 -1156.315146 650.362217 -12.199 0.000 2.460533 0.349275 4.503 n/a n/a
213 250.00 978.61 15.114029 0.9929818547246292 0.951414 -185479.887646 38.961453 6.415856 20.258235 -1182.786679 654.173528 -12.214 0.000 2.458655 0.340277 4.516 n/a n/a
214 250.00 977.61 15.032242 0.9929836512398257 0.950244 -184610.539685 38.746215 6.393855 20.145332 -1209.906268 658.164237 -12.230 0.000 2.456789 0.331533 4.529 n/a n/a
215 250.00 976.61 14.951371 0.9929844584530423 0.949044 -183750.857126 38.533356 6.372309 20.033721 -1237.676772 662.335055 -12.245 0.000 2.454935 0.323038 4.542 n/a n/a
216 250.00 975.61 14.871401 0.9929842833847219 0.947815 -182900.682529 38.322839 6.351214 19.923380 -1266.099575 666.686394 -12.261 0.000 2.453093 0.314790 4.555 n/a n/a
217 250.00 974.61 14.792319 0.9929831347541500 0.946555 -182059.864151 38.114629 6.330563 19.814290 -1295.174505 671.218343 -12.277 0.000 2.451263 0.306783 4.568 n/a n/a
218 250.00 973.61 14.714112 0.9929810229960585 0.945265 -181228.255910 37.908691 6.310354 19.706431 -1324.899766 675.930659 -12.292 0.000 2.449444 0.299015 4.581 n/a n/a
219 250.00 972.61 14.636767 0.9929779601753593 0.943946 -180405.717351 37.704992 6.290579 19.599786 -1355.271877 680.822742 -12.308 0.000 2.447638 0.291480 4.594 n/a n/a
220 250.00 971.61 14.560271 0.9929739600012903 0.942596 -179592.113574 37.503501 6.271235 19.494335 -1386.285626 685.893633 -12.324 0.000 2.445843 0.284175 4.606 n/a n/a
221 250.00 970.61 14.484613 0.9929690376597012 0.941217 -178787.315156 37.304186 6.252315 19.390063 -1417.934037 691.141995 -12.340 0.000 2.444061 0.277095 4.619 n/a n/a
222 250.00 969.61 14.409782 0.9929632097930677 0.939809 -177991.198041 37.107017 6.233814 19.286952 -1450.208354 696.566112 -12.355 0.000 2.442290 0.270237 4.632 n/a n/a
223 250.00 968.61 14.335766 0.9929564943429338 0.938372 -177203.643411 36.911967 6.215725 19.184986 -1483.098042 702.163888 -12.371 0.000 2.440532 0.263595 4.645 n/a n/a
224 250.00 967.61 14.262556 0.9929489104238085 0.936906 -176424.537531 36.719006 6.198042 19.084151 -1516.590801 707.932843 -12.387 0.000 2.438786 0.257165 4.657 n/a n/a
225 250.00 966.61 14.190142 0.9929515697204053 0.935424 -175653.726148 36.528156 6.180740 -58597111572763126809086010595051239194122179402678463548481089545699328.000000 31096731772944232584294506167581769126332098379646707365067700849082368.000000 -3833776383056681240310809263008374353870058358441574652505022334601527296.000000 -12.403 0.000 2.437057 0.250593 4.670 n/a n/a
226 250.00 965.61 14.118668 0.9929201940676051 0.933886 -174892.841323 36.339581 6.163914 18.885982 -1585.328042 719.974201 -12.419 0.000 2.435330 0.245280 4.683 n/a n/a
227 250.00 964.61 14.047659 0.9929211537553911 0.932346 -174136.844124 36.152407 6.147362 18.788283 -1620.539115 726.236424 -12.435 0.000 2.433621 0.239102 4.695 n/a n/a
228 250.00 963.61 13.977574 0.9929103055287046 0.930774 -173390.491027 35.967553 6.131235 18.691828 -1656.287374 732.657899 -12.451 0.000 2.431923 0.233474 4.708 n/a n/a
229 250.00 962.61 13.908248 0.9928986968036707 0.929176 -172652.087373 35.784667 6.115478 18.596435 -1692.552469 739.232714 -12.467 0.000 2.430238 0.228035 4.720 n/a n/a
230 250.00 961.61 13.839673 0.9928863505232352 0.927555 -171921.545524 35.603726 6.100084 18.502093 -1729.312769 745.956319 -12.483 0.000 2.428565 0.222780 4.732 n/a n/a
231 250.00 960.61 13.771841 0.9928732897091607 0.925911 -171198.781292 35.424709 6.085045 18.408790 -1766.545434 752.823885 -12.499 0.000 2.426904 0.217704 4.745 n/a n/a
232 250.00 959.61 13.704744 0.9928595373172069 0.924246 -170483.713661 35.247595 6.070352 18.316514 -1804.226542 759.830331 -12.515 0.000 2.425255 0.212802 4.757 n/a n/a
233 250.00 958.61 13.638375 0.9928451161295472 0.922559 -169776.264490 35.072365 6.055998 18.225254 -1842.331225 766.970352 -12.531 0.000 2.423619 0.208069 4.769 n/a n/a
234 250.00 957.61 13.572726 0.9928300485894098 0.920852 -169076.358231 34.898998 6.041974 -55081808168824540393339053669793767821094222451045305675190523228323840.000000 27980420918565653718964531171418049808645867643247227915264078102134784.000000 -3538707280882455728512226998277363372977588821136593082296300332497502208.000000 -12.547 0.000 2.421995 0.203501 4.782 n/a n/a
235 250.00 956.61 13.507790 0.9928143567496095 0.919127 -168383.921640 34.727476 6.028272 18.045741 -1919.707956 781.628952 -12.563 0.000 2.420382 0.199092 4.794 n/a n/a
236 250.00 955.61 13.443561 0.9927980621360906 0.917384 -167698.883498 34.557781 6.014883 17.957468 -1958.926814 789.136064 -12.579 0.000 2.418782 0.194838 4.806 n/a n/a
237 250.00 954.61 13.380032 0.9927811857106196 0.915625 -167021.174338 34.389894 6.001799 17.870171 -1998.463151 796.753879 -12.595 0.000 2.417194 0.190734 4.818 n/a n/a
238 250.00 953.61 13.317197 0.9927637477985073 0.913851 -166350.726195 34.223796 5.989012 17.783839 -2038.289499 804.476418 -12.612 0.000 2.415618 0.186776 4.830 n/a n/a
239 250.00 952.61 13.255048 0.9927559814128775 0.912074 -165687.433969 34.059511 5.976490 -52722455924501052810565083565949485735548056965880203963908117181235200.000000 26110967913812861802500829823698455299014196573350402167377470913773568.000000 -3351248942733613532637103999883049660184513813283702211881148466210013184.000000 -12.628 0.000 2.414058 0.182724 4.842 n/a n/a
240 250.00 951.61 13.193713 0.9927171251736122 0.910255 -165032.736612 33.897181 5.964331 17.614178 -2118.702550 820.213101 -12.644 0.000 2.412501 0.179515 4.854 n/a n/a
241 250.00 950.61 13.132783 0.9927082578115505 0.908449 -164382.280648 33.736068 5.952341 17.530542 -2159.233718 828.212150 -12.660 0.000 2.410961 0.175726 4.866 n/a n/a
242 250.00 949.61 13.072657 0.9926988299716315 0.906636 -163740.181516 33.576996 5.940632 -51407652010238019535340339545678546002339434892552678092213727786958848.000000 25064094509862809577329283730656623228120788163926808558215244869009408.000000 -3246156048440965384321081746345929435236330317465605399798890252755533824.000000 -12.677 0.000 2.409437 0.172086 4.878 n/a n/a
243 250.00 948.61 13.013321 0.9926588130518745 0.904787 -163106.446026 33.419821 5.929260 17.366474 -2240.811058 844.450598 -12.693 0.000 2.407916 0.169222 4.890 n/a n/a
244 250.00 947.61 12.954379 0.9926483784014785 0.902952 -162476.834093 33.263828 5.918035 17.285599 -2281.803552 852.673783 -12.709 0.000 2.406411 0.165820 4.901 n/a n/a
245 250.00 946.61 12.896218 0.9926275197406983 0.901105 -161855.389064 33.109777 5.907086 -50254323868240440380407367987238559644676608748775596281983049477914624.000000 24112049808169088591476895287298561903202442109734043014722443355881472.000000 -3151858418939590250382486827555897931834833393289925847248245959803535360.000000 -12.726 0.000 2.404917 0.162752 4.913 n/a n/a
246 250.00 945.61 12.838699 0.9926062366171453 0.899251 -161240.689692 32.957380 5.896368 17.126824 -2364.068183 869.306465 -12.742 0.000 2.403435 0.159794 4.925 n/a n/a
247 250.00 944.61 12.781816 0.9925845430632085 0.897393 -160632.672684 32.806619 5.885873 17.048765 -2405.290692 877.703358 -12.759 0.000 2.401965 0.156942 4.936 n/a n/a
248 250.00 943.61 12.725625 0.9865767684258895 0.887194 -160046.776064 32.645646 5.894379 16.963430 -2529.180111 904.354628 -12.775 0.000 2.400787 0.256900 4.937 n/a n/a
249 250.00 942.61 12.595419 0.9860217985433261 0.881030 -158460.278691 32.322091 5.874386 16.790642 -2660.922671 932.417689 -12.792 0.000 2.399640 0.251920 4.936 n/a n/a
250 250.00 941.61 12.461478 0.9858417373452071 0.875031 -156820.700114 31.990854 5.853448 16.613674 -2795.554325 961.202115 -12.808 0.000 2.398511 0.241193 4.936 n/a n/a
251 250.00 940.61 12.328706 0.9856698964043192 0.868925 -155194.600906 31.662717 5.833468 16.438337 -2932.516090 990.611154 -12.825 0.000 2.397397 0.231058 4.936 n/a n/a
252 250.00 939.61 12.197265 0.9855065655912285 0.862736 -153584.094300 31.338055 5.814383 16.264840 -3071.254941 1020.524097 -12.841 0.000 2.396297 0.221499 4.935 n/a n/a
253 250.00 938.61 12.067307 0.9853516909171618 0.856484 -151991.182314 31.017220 5.796132 -44611465671558813004955559155105888248332305631595753606698322626609152.000000 19942003643779042111314339596794319117429038015453156959730014170906624.000000 -2709564211109991585088476182031269684043602511134808724623909790358175744.000000 -12.858 0.000 2.395212 0.212501 4.935 n/a n/a
254 250.00 937.61 11.938971 0.9852049396230989 0.850192 -150417.703608 30.700535 5.778656 -44664311392309073937063446548529844280090469672530942813996362424647680.000000 19760715759758248940038424203035555189449637950050608533005716198260736.000000 -2699931443521788622956398341628557167956708017928825706649471957470281728.000000 -12.875 0.000 2.394139 0.204044 4.934 n/a n/a
255 250.00 936.61 11.812380 0.9850657802048118 0.843879 -148865.296874 30.388281 5.761899 15.757262 -3492.988495 1112.154989 -12.891 0.000 2.393079 0.196107 4.934 n/a n/a
256 250.00 935.61 11.687643 0.9849335393688045 0.837561 -147335.380591 30.080703 5.745808 15.592901 -3633.877384 1142.990810 -12.908 0.000 2.392030 0.188667 4.934 n/a n/a
257 250.00 934.61 11.564848 0.9848074685861563 0.831253 -145829.144298 29.778001 5.730335 15.431161 -3774.266927 1173.826429 -12.925 0.000 2.390991 0.181700 4.933 n/a n/a
258 250.00 933.61 11.444066 0.9846867881620490 0.824970 -144347.551485 29.480332 5.715434 15.272132 -3913.832193 1204.588534 -12.941 0.000 2.389962 0.175180 4.933 n/a n/a
259 250.00 932.61 11.325353 0.9845707234404316 0.818723 -142891.349717 29.187819 5.701062 15.115882 -4052.291972 1235.213192 -12.958 0.000 2.388943 0.169083 4.933 n/a n/a
260 250.00 931.61 11.208748 0.9844585297711257 0.812523 -141461.085993 28.900542 5.687181 14.962458 -4189.406157 1265.645333 -12.975 0.000 2.387932 0.163382 4.932 n/a n/a
261 250.00 930.61 11.094276 0.9843495085312008 0.806377 -140057.125123 28.618554 5.673755 14.811890 -4324.972535 1295.838087 -12.992 0.000 2.386929 0.158052 4.932 n/a n/a
262 250.00 929.61 10.981951 0.9842430159151188 0.800293 -138679.669421 28.341874 5.660752 14.664192 -4458.823300 1325.752066 -13.009 0.000 2.385934 0.153069 4.932 n/a n/a
263 250.00 928.61 10.871773 0.9841384661637469 0.794278 -137328.778490 28.070498 5.648142 14.519360 -4590.821511 1355.354613 -13.026 0.000 2.384946 0.148409 4.931 n/a n/a
264 250.00 927.61 10.763737 0.9840353308085358 0.788335 -136004.388185 27.804400 5.635897 14.377384 -4720.857656 1384.619082 -13.043 0.000 2.383964 0.144049 4.931 n/a n/a
265 250.00 926.61 10.657825 0.9839331349785383 0.782469 -134706.328225 27.543535 5.623993 14.238238 -4848.846423 1413.524151 -13.060 0.000 2.382989 0.139970 4.931 n/a n/a
266 250.00 925.61 10.554015 0.9838314516790773 0.776683 -133434.338098 27.287839 5.612407 14.101890 -4974.723741 1442.053187 -13.076 0.000 2.382020 0.136150 4.931 n/a n/a
267 250.00 924.61 10.452095 0.9810147543893776 0.768121 -132194.097682 27.029556 5.608890 -2232822701425282994230484994461098241859416662317093794759644118882310946816.000000 65185327517484711980742594077572925956315741741164629130281475496738816.000000 -1102344288039300495186190574041412884843473399735309009471009891812301078528.000000 -13.093 0.000 2.379973 0.152575 4.936 n/a n/a
